,Unnamed: 0,Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $,Dates,Time,Year,Month,Date,DateAPIFormat,Sunrise,Sunset,Day_Length,dateJoinFormat,date_time,wind_gust_set_1,weather_condition_set_1d,pressure_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,peak_wind_speed_set_1,air_temp_set_1
3717,9084,2023-01-25 21:00:00,25,21,28.06,41.5,3.34,0.0,19683.91,30.9,10.4,8.401197605,12.4251497,-13.44,-13.44,-0.323855422,-37993.89,2023-01-25,21:00:00,2023,1,01/2/223,20230125,2023-01-25 07:03:29-08:00,2023-01-26T01:24:33+00:00,37264,01/25/2023 21:00:00,2023-01-25 21:00:00-08:00,,,89797.9,320.0,74.03,4.63,,-2.0
3718,9085,2023-02-07 19:00:00,7,19,28.0625,22.3,2.19,0.0,16418.41,39.9,8.1,12.81392694,10.1826484,5.7625,5.7625,0.258408072,-38674.55,2023-02-07,19:00:00,2023,2,02/0/223,20230207,2023-02-07 06:53:54-08:00,2023-02-08T01:37:41+00:00,38627,02/07/2023 19:00:00,2023-02-07 19:00:00-08:00,,,89649.52,50.0,47.75,3.087,,3.0
3719,9088,2022-03-19 04:00:00,19,4,28.08,38.26,4.87,0.0,11759.9,35.1,5.8,5.765913758,7.856262834,-10.18,-10.18,-0.266074229,-6343.54,2022-03-19,04:00:00,2022,3,03/1/222,20220319,2022-03-19 07:04:52-07:00,2022-03-20T02:13:50+00:00,43738,03/19/2022 04:00:00,2022-03-19 04:00:00-07:00,,,89323.09,0.0,55.08,0.0,,1.0
3720,9089,2022-06-04 02:00:00,4,2,28.08,61.39,8.36,0.0,12697.38,62.1,17.3,3.358851675,7.343301435,-33.31,-33.31,-0.542596514,-20695.8975,2022-06-04,02:00:00,2022,6,06/0/222,20220604,2022-06-04 05:46:40-07:00,2022-06-05T03:13:31+00:00,52011,06/04/2022 02:00:00,2022-06-04 02:00:00-07:00,,,88848.29,160.0,93.8,5.659,,16.0
3721,9091,2022-03-30 19:00:00,30,19,28.0825,69.61,5.31,0.0,13398.77,51.1,10.4,5.288606403,13.10922787,-41.5275,-41.5275,-0.596573768,-6393.3775,2022-03-30,19:00:00,2022,3,03/3/222,20220330,2022-03-30 06:49:27-07:00,2022-03-31T02:22:40+00:00,45193,03/30/2022 19:00:00,2022-03-30 19:00:00-07:00,13.89,,88403.15,360.0,48.93,11.318,,7.0
3722,9096,2022-10-12 10:00:00,12,10,28.095,21.06,6.31,0.0,15919.95,57.0,17.3,4.452456418,3.337559429,7.035,7.035,0.334045584,-25179.965,2022-10-12,10:00:00,2022,10,10/1/222,20221012,2022-10-12 07:04:08-07:00,2022-10-13T01:32:03+00:00,41275,10/12/2022 10:00:00,2022-10-12 10:00:00-07:00,,,89471.47,30.0,36.77,4.116,,18.0
3723,9097,2022-03-31 15:00:00,31,15,28.0975,40.23,5.34,0.0,12966.78,61.0,9.2,5.26170412,7.533707865,-12.1325,-12.1325,-0.301578424,-6782.9825,2022-03-31,15:00:00,2022,3,03/3/222,20220331,2022-03-31 06:48:03-07:00,2022-04-01T02:23:27+00:00,45324,03/31/2022 15:00:00,2022-03-31 15:00:00-07:00,,,88581.21,20.0,18.7,1.543,,17.0
3724,9106,2022-09-30 03:00:00,30,3,28.135,-5.04,6.59,0.0,11456.08,63.0,8.1,4.269347496,-0.764795144,33.175,33.175,-6.58234127,-26102.0925,2022-09-30,03:00:00,2022,9,09/3/222,20220930,2022-09-30 06:54:41-07:00,2022-10-01T01:48:27+00:00,42826,09/30/2022 03:00:00,2022-09-30 03:00:00-07:00,,,89382.44,190.0,51.48,4.116,,16.0
3725,9108,2023-01-19 21:00:00,19,21,28.1525,29.79,3.11,0.0,15127.58,33.1,9.2,9.052250804,9.578778135,-1.6375,-1.6375,-0.05496811,-37397.785,2023-01-19,21:00:00,2023,1,01/1/223,20230119,2023-01-19 07:06:19-08:00,2023-01-20T01:18:32+00:00,36733,01/19/2023 21:00:00,2023-01-19 21:00:00-08:00,,,89323.09,150.0,59.48,5.144,,1.0
3726,9114,2022-04-16 08:00:00,16,8,28.18,45.84,6.93,0.0,12495.65,36.0,20.7,4.066378066,6.614718615,-17.66,-17.66,-0.385253054,-9551.5025,2022-04-16,08:00:00,2022,4,04/1/222,20220416,2022-04-16 06:26:36-07:00,2022-04-17T02:36:14+00:00,47378,04/16/2022 08:00:00,2022-04-16 08:00:00-07:00,11.832,,89471.47,20.0,41.49,9.26,,5.0
3727,9123,2023-01-29 13:00:00,29,13,28.2075,18.9,2.79,0.0,16883.3,18.0,11.5,10.11021505,6.774193548,9.3075,9.3075,0.492460317,-38042.3925,2023-01-29,13:00:00,2023,1,01/2/223,20230129,2023-01-29 07:01:00-08:00,2023-01-30T01:28:36+00:00,37656,01/29/2023 13:00:00,2023-01-29 13:00:00-08:00,,,89115.37,30.0,79.26,3.601,,-6.0
3728,9129,2022-12-03 13:00:00,3,13,28.2475,36.6,4.82,0.0,14316.85,41.0,6.9,5.860477178,7.593360996,-8.3525,-8.3525,-0.228210383,-26624.9025,2022-12-03,13:00:00,2022,12,12/0/222,20221203,2022-12-03 06:51:48-08:00,2022-12-04T00:51:24+00:00,35976,12/03/2022 13:00:00,2022-12-03 13:00:00-08:00,,,90154.01,160.0,22.75,4.116,,8.0
3729,9132,2022-04-24 00:00:00,24,24,28.2625,27.68,6.55,0.0,14209.19,66.0,19.6,4.314885496,4.225954198,0.5825,0.5825,0.021044075,-10838.22,2022-04-24,00:00:00,2022,4,04/2/222,20220424,2022-04-24 06:16:50-07:00,2022-04-25T02:42:43+00:00,48353,04/24/2022 00:00:00,2022-04-24 00:00:00-07:00,,haze,88551.53,10.0,37.66,7.202,,12.0
3730,9133,2023-03-09 02:00:00,9,2,28.2625,13.22,2.5,0.0,11197.97,43.0,18.4,11.305,5.288,15.0425,15.0425,1.137859304,-38873.0275,2023-03-09,02:00:00,2023,3,03/0/223,20230309,2023-03-09 06:19:00-08:00,2023-03-10T02:05:22+00:00,42382,03/09/2023 02:00:00,2023-03-09 02:00:00-08:00,,,89026.34,180.0,81.2,6.173,,7.0
3731,9134,2022-10-28 18:00:00,28,18,28.2675,25.21,5.3,0.0,14070.17,51.1,9.2,5.333490566,4.756603774,3.0575,3.0575,0.121281238,-24305.26,2022-10-28,18:00:00,2022,10,10/2/222,20221028,2022-10-28 07:17:58-07:00,2022-10-29T01:12:56+00:00,39298,10/28/2022 18:00:00,2022-10-28 18:00:00-07:00,,,89886.93,360.0,87.19,3.601,,8.0
3732,9139,2023-01-05 06:00:00,5,6,28.2825,31.66,3.81,0.0,15809.51,21.9,4.6,7.423228346,8.309711286,-3.3775,-3.3775,-0.106680354,-36010.5775,2023-01-05,06:00:00,2023,1,01/0/223,20230105,2023-01-05 07:08:38-08:00,2023-01-06T01:05:38+00:00,35820,01/05/2023 06:00:00,2023-01-05 06:00:00-08:00,,,89708.87,250.0,73.65,1.543,,-4.0
3733,9146,2023-03-02 12:00:00,2,12,28.3175,14.55,2.59,0.0,14145.95,53.1,9.2,10.93339768,5.617760618,13.7675,13.7675,0.946219931,-38506.6825,2023-03-02,12:00:00,2023,3,03/0/223,20230302,2023-03-02 06:28:15-08:00,2023-03-03T01:59:20+00:00,41465,03/02/2023 12:00:00,2023-03-02 12:00:00-08:00,,,87809.65,340.0,26.4,3.087,,14.0
3734,9147,2022-04-07 05:00:00,7,5,28.32,30.52,6.25,0.0,10110.19,39.0,9.2,4.5312,4.8832,-2.2,-2.2,-0.072083879,-7035.275,2022-04-07,05:00:00,2022,4,04/0/222,20220407,2022-04-07 06:38:26-07:00,2022-04-08T02:29:02+00:00,46236,04/07/2022 05:00:00,2022-04-07 05:00:00-07:00,,,89916.6,310.0,31.88,4.116,,2.0
3735,9148,2022-06-11 07:00:00,11,7,28.3275,46.57,8.67,0.0,15686.94,70.0,8.1,3.267301038,5.371395617,-18.2425,-18.2425,-0.391722139,-23910.8225,2022-06-11,07:00:00,2022,6,06/1/222,20220611,2022-06-11 05:45:49-07:00,2022-06-12T03:17:03+00:00,52274,06/11/2022 07:00:00,2022-06-11 07:00:00-07:00,,,88848.29,220.0,42.06,5.144,,27.0
3736,9151,2022-07-04 09:00:00,4,9,28.3475,39.33,5.73,0.0,17242.47,75.0,15.0,4.947207679,6.863874346,-10.9825,-10.9825,-0.279239766,-31753.8275,2022-07-04,09:00:00,2022,7,07/0/222,20220704,2022-07-04 05:51:40-07:00,2022-07-05T03:20:44+00:00,52144,07/04/2022 09:00:00,2022-07-04 09:00:00-07:00,,,89234.07,210.0,51.31,9.26,,28.0
3737,9153,2023-03-04 21:00:00,4,21,28.3625,11.65,2.67,0.0,13035.07,42.1,10.4,10.62265918,4.36329588,16.7125,16.7125,1.434549356,-38692.2525,2023-03-04,21:00:00,2023,3,03/0/223,20230304,2023-03-04 06:25:39-08:00,2023-03-05T02:01:05+00:00,41726,03/04/2023 21:00:00,2023-03-04 21:00:00-08:00,,,88788.94,130.0,52.42,6.688,,6.0
3738,9154,2022-07-31 08:00:00,31,8,28.3675,53.73,8.66,0.0,16616.59,73.0,6.9,3.275692841,6.204387991,-25.3625,-25.3625,-0.472036106,-12765.225,2022-07-31,08:00:00,2022,7,07/3/222,20220731,2022-07-31 06:09:25-07:00,2022-08-01T03:06:46+00:00,50241,07/31/2022 08:00:00,2022-07-31 08:00:00-07:00,9.26,,89382.44,240.0,48.15,6.688,,28.0
3739,9161,2022-10-19 11:00:00,19,11,28.3775,41.84,6.0,0.0,13764.55,62.1,10.4,4.729583333,6.973333333,-13.4625,-13.4625,-0.321761472,-23293.0625,2022-10-19,11:00:00,2022,10,10/1/222,20221019,2022-10-19 07:10:00-07:00,2022-10-20T01:23:12+00:00,40392,10/19/2022 11:00:00,2022-10-19 11:00:00-07:00,,,89708.87,290.0,33.05,6.688,,22.0
3740,9163,2023-01-05 03:00:00,5,3,28.3825,23.56,3.81,0.0,13843.13,24.1,3.5,7.449475066,6.183727034,4.8225,4.8225,0.204690153,-36009.3075,2023-01-05,03:00:00,2023,1,01/0/223,20230105,2023-01-05 07:08:38-08:00,2023-01-06T01:05:38+00:00,35820,01/05/2023 03:00:00,2023-01-05 03:00:00-08:00,,,89649.52,0.0,68.11,0.0,,-4.0
3741,9172,2022-06-06 06:00:00,6,6,28.415,24.44,8.36,0.0,14932.81,64.0,9.2,3.398923445,2.923444976,3.975,3.975,0.162643208,-21354.0775,2022-06-06,06:00:00,2022,6,06/0/222,20220606,2022-06-06 05:46:17-07:00,2022-06-07T03:14:37+00:00,52100,06/06/2022 06:00:00,2022-06-06 06:00:00-07:00,,fog,88373.48,20.0,100.0,7.717,,19.0
3742,9175,2022-04-04 06:00:00,4,6,28.4175,38.4,5.47,0.0,11007.96,46.0,11.5,5.195155393,7.020109689,-9.9825,-9.9825,-0.259960938,-7267.575,2022-04-04,06:00:00,2022,4,04/0/222,20220404,2022-04-04 06:42:32-07:00,2022-04-05T02:26:38+00:00,45846,04/04/2022 06:00:00,2022-04-04 06:00:00-07:00,,,88818.61,360.0,45.4,3.601,,7.0
3743,9179,2022-09-15 10:00:00,15,10,28.44,56.54,8.69,0.0,15181.1,69.1,16.1,3.272727273,6.506329114,-28.1,-28.1,-0.496993279,-21966.02,2022-09-15,10:00:00,2022,9,09/1/222,20220915,2022-09-15 06:43:36-07:00,2022-09-16T02:09:58+00:00,44782,09/15/2022 10:00:00,2022-09-15 10:00:00-07:00,13.376,,89234.07,200.0,57.69,10.289,,26.0
3744,9180,2023-02-02 13:00:00,2,13,28.4425,32.42,2.66,0.0,23036.75,46.0,11.5,10.69266917,12.18796992,-3.9775,-3.9775,-0.122686613,-37817.49,2023-02-02,13:00:00,2023,2,02/0/223,20230202,2023-02-02 06:58:06-08:00,2023-02-03T01:32:40+00:00,38074,02/02/2023 13:00:00,2023-02-02 13:00:00-08:00,,,89886.93,10.0,20.43,7.202,,12.0
3745,9182,2023-02-02 22:00:00,2,22,28.4475,31.62,2.66,0.0,21700.74,30.9,12.7,10.69454887,11.88721805,-3.1725,-3.1725,-0.100332068,-37723.92,2023-02-02,22:00:00,2023,2,02/0/223,20230202,2023-02-02 06:58:06-08:00,2023-02-03T01:32:40+00:00,38074,02/02/2023 22:00:00,2023-02-02 22:00:00-08:00,,,90421.08,0.0,63.45,0.0,,-2.0
3746,9183,2023-01-13 19:00:00,13,19,28.455,34.66,3.55,0.0,15307.97,52.0,11.5,8.015492958,9.763380282,-6.205,-6.205,-0.179024812,-37115.2525,2023-01-13,19:00:00,2023,1,01/1/223,20230113,2023-01-13 07:08:04-08:00,2023-01-14T01:12:45+00:00,36281,01/13/2023 19:00:00,2023-01-13 19:00:00-08:00,,,89560.5,190.0,26.99,5.659,,9.0
3747,9189,2022-12-01 23:00:00,1,23,28.475,-2.11,6.8,0.0,15797.38,43.0,17.3,4.1875,-0.310294118,30.585,30.585,-14.49526066,-26601.0475,2022-12-01,23:00:00,2022,12,12/0/222,20221201,2022-12-01 06:50:04-08:00,2022-12-02T00:51:35+00:00,36091,12/01/2022 23:00:00,2022-12-01 23:00:00-08:00,11.832,,88818.61,220.0,70.47,9.26,,7.0
3748,9190,2023-01-23 21:00:00,23,21,28.4875,23.53,3.13,0.0,17174.56,37.0,11.5,9.1014377,7.517571885,4.9575,4.9575,0.210688483,-37475.8575,2023-01-23,21:00:00,2023,1,01/2/223,20230123,2023-01-23 07:04:33-08:00,2023-01-24T01:22:32+00:00,37079,01/23/2023 21:00:00,2023-01-23 21:00:00-08:00,,,89323.09,,59.74,,,2.0
3749,9194,2022-11-17 15:00:00,17,15,28.51,32.96,5.74,0.0,14006.23,54.0,9.2,4.966898955,5.742160279,-4.45,-4.45,-0.135012136,-25677.77,2022-11-17,15:00:00,2022,11,11/1/222,20221117,2022-11-17 06:36:59-08:00,2022-11-18T00:56:26+00:00,37167,11/17/2022 15:00:00,2022-11-17 15:00:00-08:00,11.318,,89530.82,10.0,36.44,8.231,,8.0
3750,9195,2022-06-06 09:00:00,6,9,28.5125,46.51,8.36,0.0,17000.18,66.9,11.5,3.410586124,5.563397129,-17.9975,-17.9975,-0.386959794,-21398.85,2022-06-06,09:00:00,2022,6,06/0/222,20220606,2022-06-06 05:46:17-07:00,2022-06-07T03:14:37+00:00,52100,06/06/2022 09:00:00,2022-06-06 09:00:00-07:00,,haze,88551.53,20.0,83.13,5.144,,22.0
3751,9201,2022-03-27 00:00:00,27,24,28.5375,23.95,5.49,0.0,12104.0,54.0,13.8,5.198087432,4.362477231,4.5875,4.5875,0.191544885,-6360.19,2022-03-27,00:00:00,2022,3,03/2/222,20220327,2022-03-27 06:53:38-07:00,2022-03-28T02:20:16+00:00,44798,03/27/2022 00:00:00,2022-03-27 00:00:00-07:00,,,88848.29,180.0,53.53,6.173,,10.0
3752,9208,2023-01-05 20:00:00,5,20,28.57,19.65,3.81,0.0,15602.89,41.0,10.4,7.498687664,5.157480315,8.92,8.92,0.45394402,-36009.1775,2023-01-05,20:00:00,2023,1,01/0/223,20230105,2023-01-05 07:08:38-08:00,2023-01-06T01:05:38+00:00,35820,01/05/2023 20:00:00,2023-01-05 20:00:00-08:00,,,89263.74,160.0,48.64,6.688,,6.0
3753,9211,2023-01-18 19:00:00,18,19,28.58,21.07,3.42,0.0,14903.37,43.0,17.3,8.356725146,6.160818713,7.51,7.51,0.356430944,-37199.4975,2023-01-18,19:00:00,2023,1,01/1/223,20230118,2023-01-18 07:06:41-08:00,2023-01-19T01:17:33+00:00,36652,01/18/2023 19:00:00,2023-01-18 19:00:00-08:00,,,88492.18,330.0,51.56,8.231,,3.0
3754,9215,2023-01-24 02:00:00,24,2,28.595,23.36,3.39,0.0,13736.95,34.0,5.8,8.435103245,6.890855457,5.235,5.235,0.224101027,-37463.395,2023-01-24,02:00:00,2023,1,01/2/223,20230124,2023-01-24 07:04:02-08:00,2023-01-25T01:23:32+00:00,37170,01/24/2023 02:00:00,2023-01-24 02:00:00-08:00,,"snow,ice fog",89085.69,140.0,92.91,4.63,,-1.0
3755,9217,2022-04-08 15:00:00,8,15,28.6,37.34,6.03,0.0,13107.44,64.0,15.0,4.742951907,6.192371476,-8.74,-8.74,-0.234065345,-7769.58,2022-04-08,15:00:00,2022,4,04/0/222,20220408,2022-04-08 06:37:05-07:00,2022-04-09T02:29:49+00:00,46364,04/08/2022 15:00:00,2022-04-08 15:00:00-07:00,,,89471.47,270.0,11.12,4.63,,19.0
3756,9223,2022-11-01 14:00:00,1,14,28.615,26.68,5.08,0.0,14278.08,71.1,20.7,5.632874016,5.251968504,1.935,1.935,0.072526237,-24737.375,2022-11-01,14:00:00,2022,11,11/0/222,20221101,2022-11-01 07:21:39-07:00,2022-11-02T01:08:52+00:00,38833,11/01/2022 14:00:00,2022-11-01 14:00:00-07:00,,,89115.37,200.0,31.11,9.26,,23.0
3757,9224,2022-07-05 09:00:00,5,9,28.6275,37.56,5.73,0.0,19093.79,81.0,27.6,4.996073298,6.554973822,-8.9325,-8.9325,-0.237819489,-31922.47,2022-07-05,09:00:00,2022,7,07/0/222,20220705,2022-07-05 05:52:10-07:00,2022-07-06T03:20:34+00:00,52104,07/05/2022 09:00:00,2022-07-05 09:00:00-07:00,13.89,,89085.69,210.0,40.52,10.289,,31.0
3758,9225,2023-01-16 19:00:00,16,19,28.6275,45.01,3.44,0.0,15080.47,53.1,13.8,8.321947674,13.08430233,-16.3825,-16.3825,-0.363974672,-37352.0375,2023-01-16,19:00:00,2023,1,01/1/223,20230116,2023-01-16 07:07:20-08:00,2023-01-17T01:15:36+00:00,36496,01/16/2023 19:00:00,2023-01-16 19:00:00-08:00,,,88136.08,230.0,43.01,6.173,,10.0
3759,9226,2022-11-01 13:00:00,1,13,28.63,29.68,5.08,0.0,13985.45,69.1,21.9,5.635826772,5.842519685,-1.05,-1.05,-0.035377358,-24739.31,2022-11-01,13:00:00,2022,11,11/0/222,20221101,2022-11-01 07:21:39-07:00,2022-11-02T01:08:52+00:00,38833,11/01/2022 13:00:00,2022-11-01 13:00:00-07:00,10.803,,89145.04,200.0,31.11,8.231,,23.0
3760,9228,2022-11-06 12:00:00,6,12,28.635,17.22,3.94,0.0,12827.06,60.1,19.6,7.267766497,4.370558376,11.415,11.415,0.662891986,-24830.1725,2022-11-06,12:00:00,2022,11,11/0/222,20221106,2022-11-06 06:26:23-08:00,2022-11-07T01:04:17+00:00,38274,11/06/2022 12:00:00,2022-11-06 12:00:00-08:00,,,88907.64,50.0,36.77,5.144,,18.0
3761,9232,2022-03-24 05:00:00,24,5,28.6475,26.13,5.26,0.0,13209.35,34.0,13.8,5.446292776,4.967680608,2.5175,2.5175,0.096345197,-6248.8275,2022-03-24,05:00:00,2022,3,03/2/222,20220324,2022-03-24 06:57:51-07:00,2022-03-25T02:17:52+00:00,44401,03/24/2022 05:00:00,2022-03-24 05:00:00-07:00,,,89056.01,320.0,63.7,3.601,,-1.0
3762,9235,2023-01-13 09:00:00,13,9,28.655,41.29,3.55,0.0,18771.0,35.1,11.5,8.071830986,11.63098592,-12.635,-12.635,-0.306006297,-37068.9725,2023-01-13,09:00:00,2023,1,01/1/223,20230113,2023-01-13 07:08:04-08:00,2023-01-14T01:12:45+00:00,36281,01/13/2023 09:00:00,2023-01-13 09:00:00-08:00,,,90064.98,230.0,29.79,6.688,,11.0
3763,9237,2022-11-14 13:00:00,14,13,28.6725,16.03,4.63,0.0,17942.22,26.1,21.9,6.192764579,3.462203024,12.6425,12.6425,0.78867748,-25435.0875,2022-11-14,13:00:00,2022,11,11/1/222,20221114,2022-11-14 06:34:05-08:00,2022-11-15T00:58:15+00:00,37450,11/14/2022 13:00:00,2022-11-14 13:00:00-08:00,12.347,,89204.39,350.0,68.56,9.774,,-2.0
3764,9242,2022-10-04 13:00:00,4,13,28.6925,35.45,5.64,0.0,16087.24,77.0,9.2,5.087322695,6.285460993,-6.7575,-6.7575,-0.190620592,-26650.2775,2022-10-04,13:00:00,2022,10,10/0/222,20221004,2022-10-04 06:57:46-07:00,2022-10-05T01:42:51+00:00,42305,10/04/2022 13:00:00,2022-10-04 13:00:00-07:00,,,89323.09,210.0,33.92,3.087,,25.0
3765,9245,2022-10-29 16:00:00,29,16,28.7025,37.9,4.95,0.0,12587.11,63.0,9.2,5.798484848,7.656565657,-9.1975,-9.1975,-0.2426781,-24214.03,2022-10-29,16:00:00,2022,10,10/2/222,20221029,2022-10-29 07:18:53-07:00,2022-10-30T01:11:53+00:00,39180,10/29/2022 16:00:00,2022-10-29 16:00:00-07:00,,,89323.09,70.0,41.73,3.087,,16.0
3766,9253,2023-01-21 05:00:00,21,5,28.7625,21.34,3.13,0.0,12833.2,28.9,10.4,9.189297125,6.817891374,7.4225,7.4225,0.347820993,-37482.1725,2023-01-21,05:00:00,2023,1,01/2/223,20230121,2023-01-21 07:05:30-08:00,2023-01-22T01:20:32+00:00,36902,01/21/2023 05:00:00,2023-01-21 05:00:00-08:00,,,88670.23,260.0,63.45,5.659,,-2.0
3767,9260,2023-02-17 05:00:00,17,5,28.8,28.04,2.49,0.0,18699.35,14.0,9.2,11.56626506,11.26104418,0.76,0.76,0.027104137,-38831.2775,2023-02-17,05:00:00,2023,2,02/1/223,20230217,2023-02-17 06:43:52-08:00,2023-02-18T01:47:26+00:00,39814,02/17/2023 05:00:00,2023-02-17 05:00:00-08:00,,,90005.63,250.0,66.95,2.572,,-9.0
3768,9262,2022-11-04 20:00:00,4,20,28.8075,37.3,4.65,0.0,14454.48,34.0,16.1,6.19516129,8.021505376,-8.4925,-8.4925,-0.227680965,-24691.155,2022-11-04,20:00:00,2022,11,11/0/222,20221104,2022-11-04 07:24:29-07:00,2022-11-05T01:06:03+00:00,38494,11/04/2022 20:00:00,2022-11-04 20:00:00-07:00,,,88759.26,290.0,86.48,4.63,,1.0
3769,9263,2022-12-08 06:00:00,8,6,28.8075,19.0,4.53,0.0,11682.71,46.9,13.8,6.359271523,4.194260486,9.8075,9.8075,0.516184211,-26608.1875,2022-12-08,06:00:00,2022,12,12/0/222,20221208,2022-12-08 06:55:55-08:00,2022-12-09T00:51:31+00:00,35736,12/08/2022 06:00:00,2022-12-08 06:00:00-08:00,,,89412.12,240.0,81.34,7.202,,8.0
3770,9264,2022-05-16 02:00:00,16,2,28.81,31.27,7.7,0.0,13930.04,66.0,18.4,3.741558442,4.061038961,-2.46,-2.46,-0.078669651,-15814.4325,2022-05-16,02:00:00,2022,5,05/1/222,20220516,2022-05-16 05:55:43-07:00,2022-05-17T03:00:27+00:00,50684,05/16/2022 02:00:00,2022-05-16 02:00:00-07:00,,,89293.42,100.0,72.42,7.202,,17.0
3771,9272,2022-12-04 06:00:00,4,6,28.855,9.05,4.82,0.0,12702.89,41.0,15.0,5.986514523,1.877593361,19.805,19.805,2.18839779,-26785.4,2022-12-04,06:00:00,2022,12,12/0/222,20221204,2022-12-04 06:52:39-08:00,2022-12-05T00:51:22+00:00,35923,12/04/2022 06:00:00,2022-12-04 06:00:00-08:00,,,89441.79,230.0,86.99,5.144,,6.0
3772,9273,2023-03-04 22:00:00,4,22,28.865,2.97,2.67,0.0,12549.97,45.0,15.0,10.81086142,1.112359551,25.895,25.895,8.718855219,-38666.3575,2023-03-04,22:00:00,2023,3,03/0/223,20230304,2023-03-04 06:25:39-08:00,2023-03-05T02:01:05+00:00,41726,03/04/2023 22:00:00,2023-03-04 22:00:00-08:00,,,88759.26,150.0,52.42,6.173,,6.0
3773,9274,2022-12-08 05:00:00,8,5,28.87,20.28,4.53,0.0,11035.87,46.9,12.7,6.373068433,4.476821192,8.59,8.59,0.42357002,-26617.995,2022-12-08,05:00:00,2022,12,12/0/222,20221208,2022-12-08 06:55:55-08:00,2022-12-09T00:51:31+00:00,35736,12/08/2022 05:00:00,2022-12-08 05:00:00-08:00,,,89352.77,230.0,93.35,6.688,,7.0
3774,9277,2022-05-19 03:00:00,19,3,28.8825,50.2,8.45,0.0,14963.75,61.0,10.4,3.418047337,5.940828402,-21.3175,-21.3175,-0.424651394,-16729.865,2022-05-19,03:00:00,2022,5,05/1/222,20220519,2022-05-19 05:53:39-07:00,2022-05-20T03:02:44+00:00,50945,05/19/2022 03:00:00,2022-05-19 03:00:00-07:00,,,88492.18,170.0,72.23,3.087,,16.0
3775,9279,2022-03-18 19:00:00,18,19,28.905,55.13,4.8,0.0,12783.18,57.0,11.5,6.021875,11.48541667,-26.225,-26.225,-0.475693815,-6207.6775,2022-03-18,19:00:00,2022,3,03/1/222,20220318,2022-03-18 07:06:16-07:00,2022-03-19T02:13:02+00:00,43606,03/18/2022 19:00:00,2022-03-18 19:00:00-07:00,,,89234.07,240.0,36.13,3.601,,7.0
3776,9283,2022-10-05 00:00:00,5,24,28.925,26.08,5.64,0.24,13716.79,57.0,5.8,5.128546099,4.624113475,2.845,2.845,0.109087423,-26646.1225,2022-10-05,00:00:00,2022,10,10/0/222,20221005,2022-10-05 06:58:32-07:00,2022-10-06T01:41:28+00:00,42176,10/05/2022 00:00:00,2022-10-05 00:00:00-07:00,,,89471.47,10.0,67.15,3.087,,14.0
3777,9285,2023-01-24 10:00:00,24,10,28.9325,36.81,3.39,0.0,18515.95,30.0,6.9,8.534660767,10.85840708,-7.8775,-7.8775,-0.214004347,-37545.09,2023-01-24,10:00:00,2023,1,01/2/223,20230124,2023-01-24 07:04:02-08:00,2023-01-25T01:23:32+00:00,37170,01/24/2023 10:00:00,2023-01-24 10:00:00-08:00,,"light snow,mist",88996.66,50.0,92.91,3.087,,-1.0
3778,9291,2022-04-11 17:00:00,11,17,28.94,274.87,6.3,0.0,19201.98,77.0,24.2,4.593650794,43.63015873,-245.93,-245.93,-0.894713865,-6654.0925,2022-04-11,17:00:00,2022,4,04/1/222,20220411,2022-04-11 06:33:05-07:00,2022-04-12T02:32:13+00:00,46748,04/11/2022 17:00:00,2022-04-11 17:00:00-07:00,,,88076.72,180.0,14.16,9.26,,24.0
3779,9295,2022-07-31 07:00:00,31,7,28.96,54.7,8.66,0.0,16647.81,72.0,10.4,3.344110855,6.316397229,-25.74,-25.74,-0.470566728,-12739.8625,2022-07-31,07:00:00,2022,7,07/3/222,20220731,2022-07-31 06:09:25-07:00,2022-08-01T03:06:46+00:00,50241,07/31/2022 07:00:00,2022-07-31 07:00:00-07:00,,,89352.77,230.0,51.05,8.231,,27.0
3780,9303,2022-05-06 22:00:00,6,22,28.9875,77.57,8.41,0.0,17132.91,69.1,15.0,3.446789536,9.223543401,-48.5825,-48.5825,-0.626305273,-16146.675,2022-05-06,22:00:00,2022,5,05/0/222,20220506,2022-05-06 06:04:06-07:00,2022-05-07T02:52:29+00:00,49703,05/06/2022 22:00:00,2022-05-06 22:00:00-07:00,,,88640.56,150.0,45.65,7.717,,19.0
3781,9305,2022-10-19 14:00:00,19,14,29.0175,37.14,6.0,0.0,13231.63,73.0,12.7,4.83625,6.19,-8.1225,-8.1225,-0.218699515,-23321.1125,2022-10-19,14:00:00,2022,10,10/1/222,20221019,2022-10-19 07:10:00-07:00,2022-10-20T01:23:12+00:00,40392,10/19/2022 14:00:00,2022-10-19 14:00:00-07:00,8.231,,89441.79,290.0,15.27,5.144,,24.0
3782,9306,2023-03-09 00:00:00,9,24,29.0175,24.9,2.52,0.02,12360.19,45.0,18.4,11.51488095,9.880952381,4.1175,4.1175,0.165361446,-38905.8725,2023-03-09,00:00:00,2023,3,03/0/223,20230309,2023-03-09 06:19:00-08:00,2023-03-10T02:05:22+00:00,42382,03/09/2023 00:00:00,2023-03-09 00:00:00-08:00,11.832,,88996.66,170.0,81.2,8.746,,7.0
