,Unnamed: 0,Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $,Dates,Time,Year,Month,Date,DateAPIFormat,Sunrise,Sunset,Day_Length,dateJoinFormat,date_time,wind_gust_set_1,weather_condition_set_1d,pressure_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,peak_wind_speed_set_1,air_temp_set_1
1017,2398,2022-10-20 05:00:00,20,5,-4.4075,15.65,5.5,0.0,10887.92,52.0,9.2,-0.801363636,2.845454545,-20.0575,-20.0575,-1.281629393,-23611.03,2022-10-20,05:00:00,2022,10,10/2/222,20221020,2022-10-20 07:10:52-07:00,2022-10-21T01:22:00+00:00,40268,10/20/2022 05:00:00,2022-10-20 05:00:00-07:00,,,89382.44,310.0,53.53,4.116,,10.0
1018,2402,2022-04-28 19:00:00,28,19,-4.3925,5.01,6.94,0.0,17638.71,88.0,23.0,-0.632925072,0.721902017,-9.4025,-9.4025,-1.876746507,-12192.5625,2022-04-28,19:00:00,2022,4,04/2/222,20220428,2022-04-28 06:12:19-07:00,2022-04-29T02:45:58+00:00,48819,04/28/2022 19:00:00,2022-04-28 19:00:00-07:00,,,88106.4,220.0,12.69,5.659,,22.0
1019,2407,2023-02-06 13:00:00,6,13,-4.3825,0.49,2.4,0.0,14439.32,68.0,17.3,-1.826041667,0.204166667,-4.8725,-4.8725,-9.943877551,-38522.1625,2023-02-06,13:00:00,2023,2,02/0/223,20230206,2023-02-06 06:54:48-08:00,2023-02-07T01:36:41+00:00,38513,02/06/2023 13:00:00,2023-02-06 13:00:00-08:00,,,88373.48,280.0,8.35,8.231,,21.0
1020,2408,2023-02-06 16:00:00,6,16,-4.3825,1.42,2.4,0.0,13936.16,69.1,18.4,-1.826041667,0.591666667,-5.8025,-5.8025,-4.086267606,-38538.285,2023-02-06,16:00:00,2023,2,02/0/223,20230206,2023-02-06 06:54:48-08:00,2023-02-07T01:36:41+00:00,38513,02/06/2023 16:00:00,2023-02-06 16:00:00-08:00,,,88462.5,300.0,12.61,5.144,,17.0
1021,2410,2022-06-13 11:00:00,13,11,-4.3675,0.02,8.67,0.0,22421.01,89.1,32.2,-0.503748558,0.002306805,-4.3875,-4.3875,-219.375,-24081.035,2022-06-13,11:00:00,2022,6,06/1/222,20220613,2022-06-13 05:45:49-07:00,2022-06-14T03:17:52+00:00,52323,06/13/2022 11:00:00,2022-06-13 11:00:00-07:00,,,88610.88,200.0,26.42,11.318,,34.0
1022,2411,2022-10-20 02:00:00,20,2,-4.3625,6.07,5.5,0.0,10807.66,54.0,10.4,-0.793181818,1.103636364,-10.4325,-10.4325,-1.718698517,-23569.9475,2022-10-20,02:00:00,2022,10,10/2/222,20221020,2022-10-20 07:10:52-07:00,2022-10-21T01:22:00+00:00,40268,10/20/2022 02:00:00,2022-10-20 02:00:00-07:00,,,89323.09,310.0,54.08,5.144,,12.0
1023,2413,2022-04-15 09:00:00,15,9,-4.3575,-1.44,6.93,0.0,12518.11,57.0,11.5,-0.628787879,-0.207792208,-2.9175,-2.9175,2.026041667,-9246.445,2022-04-15,09:00:00,2022,4,04/1/222,20220415,2022-04-15 06:27:53-07:00,2022-04-16T02:35:26+00:00,47253,04/15/2022 09:00:00,2022-04-15 09:00:00-07:00,13.376,,88521.86,280.0,10.4,9.774,,24.0
1024,2414,2022-05-03 21:00:00,3,21,-4.355,36.83,7.3,0.0,14821.54,60.1,21.9,-0.596575342,5.045205479,-41.185,-41.185,-1.118245995,-14115.86,2022-05-03,21:00:00,2022,5,05/0/222,20220503,2022-05-03 06:07:02-07:00,2022-05-04T02:50:03+00:00,49381,05/03/2022 21:00:00,2022-05-03 21:00:00-07:00,,,88670.23,150.0,47.46,8.746,,14.0
1025,2415,2022-03-29 01:00:00,29,1,-4.3475,2.62,5.44,0.0,12589.11,69.1,13.8,-0.799172794,0.481617647,-6.9675,-6.9675,-2.659351145,-6691.705,2022-03-29,01:00:00,2022,3,03/2/222,20220329,2022-03-29 06:50:51-07:00,2022-03-30T02:21:52+00:00,45061,03/29/2022 01:00:00,2022-03-29 01:00:00-07:00,,,88076.72,250.0,15.26,6.173,,19.0
1026,2417,2022-10-21 23:00:00,21,23,-4.3325,-0.83,5.05,0.0,14898.26,64.0,13.8,-0.857920792,-0.164356436,-3.5025,-3.5025,4.219879518,-23668.59,2022-10-21,23:00:00,2022,10,10/2/222,20221021,2022-10-21 07:11:44-07:00,2022-10-22T01:20:48+00:00,40144,10/21/2022 23:00:00,2022-10-21 23:00:00-07:00,,,88165.75,240.0,33.95,6.688,,17.0
1027,2421,2023-02-21 16:00:00,21,16,-4.3225,-9.12,2.26,0.0,16009.5,72.0,38.0,-1.912610619,-4.03539823,4.7975,4.7975,-0.526041667,-38894.7125,2023-02-21,16:00:00,2023,2,02/2/223,20230221,2023-02-21 06:39:19-08:00,2023-02-22T01:51:12+00:00,40313,02/21/2023 16:00:00,2023-02-21 16:00:00-08:00,,,87423.86,230.0,36.77,13.376,,18.0
1028,2422,2022-04-09 18:00:00,9,18,-4.32,5.7,6.3,0.0,14874.52,84.9,23.0,-0.685714286,0.904761905,-10.02,-10.02,-1.757894737,-7899.5,2022-04-09,18:00:00,2022,4,04/0/222,20220409,2022-04-09 06:35:45-07:00,2022-04-10T02:30:37+00:00,46492,04/09/2022 18:00:00,2022-04-09 18:00:00-07:00,,,87958.02,220.0,6.96,7.202,,24.0
1029,2423,2023-02-19 05:00:00,19,5,-4.3175,-6.63,2.26,0.0,14558.02,45.0,13.8,-1.91039823,-2.933628319,2.3125,2.3125,-0.348793363,-38843.8925,2023-02-19,05:00:00,2023,2,02/1/223,20230219,2023-02-19 06:41:38-08:00,2023-02-20T01:49:20+00:00,40062,02/19/2023 05:00:00,2023-02-19 05:00:00-08:00,,,89085.69,230.0,64.66,6.173,,3.0
1030,2426,2022-04-09 10:00:00,9,10,-4.295,5.02,6.3,0.0,13436.32,62.1,28.8,-0.681746032,0.796825397,-9.315,-9.315,-1.855577689,-7843.3375,2022-04-09,10:00:00,2022,4,04/0/222,20220409,2022-04-09 06:35:45-07:00,2022-04-10T02:30:37+00:00,46492,04/09/2022 10:00:00,2022-04-09 10:00:00-07:00,14.919,,88699.91,230.0,8.88,11.832,,24.0
1031,2431,2023-03-05 23:00:00,5,23,-4.2525,-5.23,2.67,0.0,12812.05,53.1,10.4,-1.592696629,-1.958801498,0.9775,0.9775,-0.186902486,-38635.3375,2023-03-05,23:00:00,2023,3,03/0/223,20230305,2023-03-05 06:24:20-08:00,2023-03-06T02:01:57+00:00,41857,03/05/2023 23:00:00,2023-03-05 23:00:00-08:00,,,88699.91,230.0,17.67,4.116,,13.0
1032,2440,2022-05-27 12:00:00,27,12,-4.2,54.73,9.07,0.0,16852.02,84.0,29.9,-0.46306505,6.034178611,-58.93,-58.93,-1.076740362,-18381.0,2022-05-27,12:00:00,2022,5,05/2/222,20220527,2022-05-27 05:49:18-07:00,2022-05-28T03:08:30+00:00,51552,05/27/2022 12:00:00,2022-05-27 12:00:00-07:00,,,89145.04,200.0,23.93,13.376,,31.0
1033,2442,2022-05-29 11:00:00,29,11,-4.1975,4.6,8.27,0.0,16961.27,86.0,19.6,-0.507557437,0.556227328,-8.7975,-8.7975,-1.9125,-19318.8325,2022-05-29,11:00:00,2022,5,05/2/222,20220529,2022-05-29 05:48:29-07:00,2022-05-30T03:09:50+00:00,51681,05/29/2022 11:00:00,2022-05-29 11:00:00-07:00,,,87779.97,210.0,7.95,10.289,,34.0
1034,2445,2022-10-11 23:00:00,11,23,-4.19,-16.95,6.25,0.0,16085.15,64.0,13.8,-0.6704,-2.712,12.76,12.76,-0.75280236,-25318.415,2022-10-11,23:00:00,2022,10,10/1/222,20221011,2022-10-11 07:03:19-07:00,2022-10-12T01:33:22+00:00,41403,10/11/2022 23:00:00,2022-10-11 23:00:00-07:00,,,88640.56,250.0,51.76,7.202,,17.0
1035,2449,2023-02-14 03:00:00,14,3,-4.175,-8.19,2.4,0.0,11226.87,37.9,13.8,-1.739583333,-3.4125,4.015,4.015,-0.49023199,-38681.0275,2023-02-14,03:00:00,2023,2,02/1/223,20230214,2023-02-14 06:47:05-08:00,2023-02-15T01:44:34+00:00,39449,02/14/2023 03:00:00,2023-02-14 03:00:00-08:00,13.376,,87127.11,220.0,86.68,10.289,,3.0
1036,2451,2022-11-29 14:00:00,29,14,-4.1575,-9.87,5.99,0.0,14755.08,45.0,17.3,-0.694073456,-1.647746244,5.7125,5.7125,-0.578774063,-26353.755,2022-11-29,14:00:00,2022,11,11/2/222,20221129,2022-11-29 06:48:17-08:00,2022-11-30T00:51:54+00:00,36217,11/29/2022 14:00:00,2022-11-29 14:00:00-08:00,13.89,,88581.21,10.0,60.0,10.803,,3.0
1037,2453,2022-05-03 23:00:00,3,23,-4.1525,8.13,7.3,0.0,13487.23,57.0,19.6,-0.568835616,1.11369863,-12.2825,-12.2825,-1.510762608,-14038.8125,2022-05-03,23:00:00,2022,5,05/0/222,20220503,2022-05-03 06:07:02-07:00,2022-05-04T02:50:03+00:00,49381,05/03/2022 23:00:00,2022-05-03 23:00:00-07:00,,,88699.91,150.0,62.48,8.231,,13.0
1038,2454,2022-05-09 06:00:00,9,6,-4.145,25.24,8.37,0.0,15009.55,71.1,23.0,-0.495221027,3.015531661,-29.385,-29.385,-1.164223455,-17112.35,2022-05-09,06:00:00,2022,5,05/0/222,20220509,2022-05-09 06:01:21-07:00,2022-05-10T02:54:55+00:00,50014,05/09/2022 06:00:00,2022-05-09 06:00:00-07:00,9.774,,87987.7,230.0,13.71,7.202,,22.0
1039,2456,2022-09-24 02:00:00,24,2,-4.1425,2.46,6.73,0.0,16125.46,71.1,15.0,-0.615527489,0.365527489,-6.6025,-6.6025,-2.683943089,-25838.6625,2022-09-24,02:00:00,2022,9,09/2/222,20220924,2022-09-24 06:50:11-07:00,2022-09-25T01:57:00+00:00,43609,09/24/2022 02:00:00,2022-09-24 02:00:00-07:00,,,89056.01,210.0,42.61,4.63,,19.0
1040,2458,2022-04-21 05:00:00,21,5,-4.1375,11.1,7.04,0.0,12485.42,55.0,13.8,-0.587713068,1.576704545,-15.2375,-15.2375,-1.372747748,-11121.39,2022-04-21,05:00:00,2022,4,04/2/222,20220421,2022-04-21 06:20:24-07:00,2022-04-22T02:40:16+00:00,47992,04/21/2022 05:00:00,2022-04-21 05:00:00-07:00,,,88699.91,60.0,66.71,1.543,,12.0
1041,2459,2022-10-25 03:00:00,25,3,-4.135,7.77,4.81,0.0,10570.46,39.0,12.7,-0.85966736,1.615384615,-11.905,-11.905,-1.532175032,-24165.97,2022-10-25,03:00:00,2022,10,10/2/222,20221025,2022-10-25 07:15:15-07:00,2022-10-26T01:16:12+00:00,39657,10/25/2022 03:00:00,2022-10-25 03:00:00-07:00,,,88937.31,290.0,93.08,3.601,,2.0
1042,2462,2022-03-20 16:00:00,20,16,-4.1125,-4.09,4.87,0.0,12998.42,77.0,32.2,-0.844455852,-0.839835729,-0.0225,-0.0225,0.005501222,-6207.1375,2022-03-20,16:00:00,2022,3,03/2/222,20220320,2022-03-20 07:03:28-07:00,2022-03-21T02:14:39+00:00,43871,03/20/2022 16:00:00,2022-03-20 16:00:00-07:00,16.977,,88432.83,180.0,13.12,14.404,,24.0
1043,2464,2022-05-08 03:00:00,8,3,-4.1075,-4.0,8.37,0.0,14497.77,75.9,17.3,-0.490740741,-0.477897252,-0.1075,-0.1075,0.026875,-16552.9275,2022-05-08,03:00:00,2022,5,05/0/222,20220508,2022-05-08 06:02:15-07:00,2022-05-09T02:54:06+00:00,49911,05/08/2022 03:00:00,2022-05-08 03:00:00-07:00,,,87809.65,250.0,11.94,7.202,,23.0
1044,2465,2023-02-19 04:00:00,19,4,-4.105,-8.76,2.26,0.0,14415.39,44.1,15.0,-1.816371681,-3.876106195,4.655,4.655,-0.531392694,-38846.205,2023-02-19,04:00:00,2023,2,02/1/223,20230219,2023-02-19 06:41:38-08:00,2023-02-20T01:49:20+00:00,40062,02/19/2023 04:00:00,2023-02-19 04:00:00-08:00,9.774,,89026.34,240.0,48.93,7.202,,7.0
1045,2469,2022-10-21 22:00:00,21,22,-4.09,0.0,5.05,0.0,15706.38,62.1,11.5,-0.80990099,0.0,-4.09,-4.09,#NAME?,-23665.0875,2022-10-21,22:00:00,2022,10,10/2/222,20221021,2022-10-21 07:11:44-07:00,2022-10-22T01:20:48+00:00,40144,10/21/2022 22:00:00,2022-10-21 22:00:00-07:00,,,88195.43,250.0,29.94,6.688,,19.0
1046,2473,2022-04-21 01:00:00,21,1,-4.07,9.96,7.04,0.0,14077.41,64.9,17.3,-0.578125,1.414772727,-14.03,-14.03,-1.408634538,-11074.5925,2022-04-21,01:00:00,2022,4,04/2/222,20220421,2022-04-21 06:20:24-07:00,2022-04-22T02:40:16+00:00,47992,04/21/2022 01:00:00,2022-04-21 01:00:00-07:00,,,88610.88,140.0,36.18,6.688,,16.0
1047,2474,2023-02-28 15:00:00,28,15,-4.0675,-6.99,2.56,0.0,14718.14,69.1,31.1,-1.588867188,-2.73046875,2.9225,2.9225,-0.418097282,-38162.3525,2023-02-28,15:00:00,2023,2,02/2/223,20230228,2023-02-28 06:30:48-08:00,2023-03-01T01:57:34+00:00,41206,02/28/2023 15:00:00,2023-02-28 15:00:00-08:00,,,88076.72,230.0,8.18,13.376,,20.0
1048,2475,2023-03-17 02:00:00,17,2,-4.065,-13.86,2.45,0.0,13065.83,32.0,20.7,-1.659183673,-5.657142857,9.795,9.795,-0.706709957,-39537.875,2023-03-17,02:00:00,2023,3,03/1/223,20230317,2023-03-17 07:08:00-07:00,2023-03-18T02:12:01+00:00,43441,03/17/2023 02:00:00,2023-03-17 02:00:00-07:00,,,89590.17,10.0,63.7,6.688,,-1.0
1049,2477,2023-03-03 07:00:00,3,7,-4.0625,23.33,2.68,0.0,13717.3,30.9,10.4,-1.515858209,8.705223881,-27.3925,-27.3925,-1.174132019,-38497.1825,2023-03-03,07:00:00,2023,3,03/0/223,20230303,2023-03-03 06:26:57-08:00,2023-03-04T02:00:13+00:00,41596,03/03/2023 07:00:00,2023-03-03 07:00:00-08:00,,,88254.78,320.0,75.14,5.144,,4.0
1050,2481,2022-05-29 13:00:00,29,13,-4.03,15.3,8.27,0.0,19584.22,93.9,24.2,-0.487303507,1.850060459,-19.33,-19.33,-1.263398693,-19351.7575,2022-05-29,13:00:00,2022,5,05/2/222,20220529,2022-05-29 05:48:29-07:00,2022-05-30T03:09:50+00:00,51681,05/29/2022 13:00:00,2022-05-29 13:00:00-07:00,,,87631.59,220.0,5.65,15.948,,36.0
1051,2482,2022-04-15 08:00:00,15,8,-4.0275,0.38,6.93,0.0,11947.53,52.0,17.3,-0.581168831,0.054834055,-4.4075,-4.4075,-11.59868421,-9243.5275,2022-04-15,08:00:00,2022,4,04/1/222,20220415,2022-04-15 06:27:53-07:00,2022-04-16T02:35:26+00:00,47253,04/15/2022 08:00:00,2022-04-15 08:00:00-07:00,,,88492.18,240.0,10.65,7.717,,21.0
1052,2484,2022-11-10 05:00:00,10,5,-4.02,0.0,3.45,0.0,11476.46,61.0,16.1,-1.165217391,0.0,-4.02,-4.02,#NAME?,-24141.7625,2022-11-10,05:00:00,2022,11,11/1/222,20221110,2022-11-10 06:30:13-08:00,2022-11-11T01:01:04+00:00,37851,11/10/2022 05:00:00,2022-11-10 05:00:00-08:00,,,88759.26,240.0,93.65,3.601,,13.0
1053,2488,2022-10-27 09:00:00,27,9,-4.015,2.14,5.26,0.0,13642.66,46.0,17.3,-0.763307985,0.406844106,-6.155,-6.155,-2.876168224,-24745.2475,2022-10-27,09:00:00,2022,10,10/2/222,20221027,2022-10-27 07:17:04-07:00,2022-10-28T01:14:00+00:00,39416,10/27/2022 09:00:00,2022-10-27 09:00:00-07:00,,,88462.5,200.0,71.27,5.659,,11.0
1054,2489,2022-11-03 16:00:00,3,16,-4.01,-6.24,4.51,0.0,16250.55,77.0,24.2,-0.889135255,-1.383592018,2.23,2.23,-0.357371795,-24650.5925,2022-11-03,16:00:00,2022,11,11/0/222,20221103,2022-11-03 07:23:32-07:00,2022-11-04T01:06:58+00:00,38606,11/03/2022 16:00:00,2022-11-03 16:00:00-07:00,11.832,,88314.13,180.0,35.72,9.26,,23.0
1055,2490,2023-02-07 02:00:00,7,2,-4.01,-0.55,2.19,0.0,11376.86,35.1,19.6,-1.831050228,-0.251141553,-3.46,-3.46,6.290909091,-38616.9175,2023-02-07,02:00:00,2023,2,02/0/223,20230207,2023-02-07 06:53:54-08:00,2023-02-08T01:37:41+00:00,38627,02/07/2023 02:00:00,2023-02-07 02:00:00-08:00,,,89234.07,10.0,74.6,7.717,,1.0
1056,2492,2022-03-20 14:00:00,20,14,-3.99,-3.97,4.87,0.0,12644.24,75.0,27.6,-0.819301848,-0.815195072,-0.02,-0.02,0.005037783,-6207.6825,2022-03-20,14:00:00,2022,3,03/2/222,20220320,2022-03-20 07:03:28-07:00,2022-03-21T02:14:39+00:00,43871,03/20/2022 14:00:00,2022-03-20 14:00:00-07:00,19.549,haze,88581.21,180.0,12.36,13.89,,25.0
1057,2493,2022-03-20 17:00:00,20,17,-3.99,-3.18,4.87,0.0,13266.49,75.9,31.1,-0.819301848,-0.652977413,-0.81,-0.81,0.254716981,-6207.9475,2022-03-20,17:00:00,2022,3,03/2/222,20220320,2022-03-20 07:03:28-07:00,2022-03-21T02:14:39+00:00,43871,03/20/2022 17:00:00,2022-03-20 17:00:00-07:00,18.006,,88403.15,180.0,15.98,14.919,,22.0
1058,2496,2023-01-14 17:00:00,14,17,-3.9825,-0.37,3.44,0.0,13618.84,69.1,21.9,-1.157703488,-0.10755814,-3.6125,-3.6125,9.763513514,-37338.53,2023-01-14,17:00:00,2023,1,01/1/223,20230114,2023-01-14 07:07:51-08:00,2023-01-15T01:13:41+00:00,36350,01/14/2023 17:00:00,2023-01-14 17:00:00-08:00,,,88462.5,200.0,22.94,6.173,,15.0
1059,2499,2022-06-15 06:00:00,15,6,-3.97,7.28,7.59,0.0,17097.39,73.0,18.4,-0.523056653,0.959156785,-11.25,-11.25,-1.54532967,-24692.735,2022-06-15,06:00:00,2022,6,06/1/222,20220615,2022-06-15 05:45:55-07:00,2022-06-16T03:18:37+00:00,52362,06/15/2022 06:00:00,2022-06-15 06:00:00-07:00,,,88640.56,210.0,57.2,8.746,,24.0
1060,2501,2022-06-05 02:00:00,5,2,-3.965,34.83,8.36,0.0,14698.14,68.0,13.8,-0.474282297,4.166267943,-38.795,-38.795,-1.113838645,-20819.2925,2022-06-05,02:00:00,2022,6,06/0/222,20220605,2022-06-05 05:46:28-07:00,2022-06-06T03:14:04+00:00,52056,06/05/2022 02:00:00,2022-06-05 02:00:00-07:00,,,88225.1,180.0,82.89,5.659,,20.0
1061,2503,2022-12-03 03:00:00,3,3,-3.9575,-1.97,4.82,0.0,11411.42,32.0,13.8,-0.821058091,-0.408713693,-1.9875,-1.9875,1.008883249,-26625.415,2022-12-03,03:00:00,2022,12,12/0/222,20221203,2022-12-03 06:51:48-08:00,2022-12-04T00:51:24+00:00,35976,12/03/2022 03:00:00,2022-12-03 03:00:00-08:00,,,90361.73,10.0,58.68,3.601,,-2.0
1062,2504,2023-01-15 00:00:00,15,24,-3.9475,1.03,3.44,0.0,14124.57,48.0,16.1,-1.14752907,0.299418605,-4.9775,-4.9775,-4.832524272,-37381.075,2023-01-15,00:00:00,2023,1,01/1/223,20230115,2023-01-15 07:07:37-08:00,2023-01-16T01:14:39+00:00,36422,01/15/2023 00:00:00,2023-01-15 00:00:00-08:00,,,88284.45,230.0,31.54,7.717,,9.0
1063,2509,2023-01-27 21:00:00,27,21,-3.9275,1.09,2.71,0.0,16543.85,39.9,16.1,-1.449261993,0.402214022,-5.0175,-5.0175,-4.603211009,-38197.34,2023-01-27,21:00:00,2023,1,01/2/223,20230127,2023-01-27 07:02:18-08:00,2023-01-28T01:26:35+00:00,37457,01/27/2023 21:00:00,2023-01-27 21:00:00-08:00,11.318,,88551.53,230.0,48.05,8.746,,4.0
1064,2512,2023-01-14 23:00:00,14,23,-3.92,1.7,3.44,0.0,14569.99,52.0,17.3,-1.139534884,0.494186047,-5.62,-5.62,-3.305882353,-37376.0975,2023-01-14,23:00:00,2023,1,01/1/223,20230114,2023-01-14 07:07:51-08:00,2023-01-15T01:13:41+00:00,36350,01/14/2023 23:00:00,2023-01-14 23:00:00-08:00,,,88373.48,230.0,36.13,4.63,,7.0
1065,2514,2022-03-20 13:00:00,20,13,-3.9075,-3.26,4.87,0.0,12580.12,73.0,31.1,-0.802361396,-0.669404517,-0.6475,-0.6475,0.198619632,-6207.6625,2022-03-20,13:00:00,2022,3,03/2/222,20220320,2022-03-20 07:03:28-07:00,2022-03-21T02:14:39+00:00,43871,03/20/2022 13:00:00,2022-03-20 13:00:00-07:00,18.52,,88729.58,180.0,12.15,14.404,,24.0
1066,2517,2022-05-09 03:00:00,9,3,-3.8875,-4.58,8.37,0.0,14951.56,75.9,29.9,-0.464456392,-0.547192354,0.6925,0.6925,-0.151200873,-17055.5775,2022-05-09,03:00:00,2022,5,05/0/222,20220509,2022-05-09 06:01:21-07:00,2022-05-10T02:54:55+00:00,50014,05/09/2022 03:00:00,2022-05-09 03:00:00-07:00,,,87779.97,230.0,11.53,9.26,,21.0
1067,2519,2022-09-24 04:00:00,24,4,-3.88,5.03,6.73,0.0,14845.93,66.9,9.2,-0.576523031,0.747399703,-8.91,-8.91,-1.771371769,-25854.28,2022-09-24,04:00:00,2022,9,09/2/222,20220924,2022-09-24 06:50:11-07:00,2022-09-25T01:57:00+00:00,43609,09/24/2022 04:00:00,2022-09-24 04:00:00-07:00,11.318,,89115.37,230.0,37.95,7.717,,22.0
1068,2521,2022-03-20 15:00:00,20,15,-3.8725,-4.44,4.87,0.0,12755.15,75.9,31.1,-0.795174538,-0.911704312,0.5675,0.5675,-0.127815315,-6207.115,2022-03-20,15:00:00,2022,3,03/2/222,20220320,2022-03-20 07:03:28-07:00,2022-03-21T02:14:39+00:00,43871,03/20/2022 15:00:00,2022-03-20 15:00:00-07:00,18.006,,88492.18,190.0,12.15,13.89,,24.0
1069,2522,2023-02-09 22:00:00,9,22,-3.8675,5.88,2.42,0.0,15380.63,32.0,15.0,-1.598140496,2.429752066,-9.7475,-9.7475,-1.657738095,-38218.61,2023-02-09,22:00:00,2023,2,02/0/223,20230209,2023-02-09 06:52:04-08:00,2023-02-10T01:39:40+00:00,38856,02/09/2023 22:00:00,2023-02-09 22:00:00-08:00,,,90272.71,330.0,74.03,6.173,,-2.0
1070,2523,2023-03-05 11:00:00,5,11,-3.8625,-5.44,2.67,0.0,12553.62,66.9,16.1,-1.446629213,-2.037453184,1.5775,1.5775,-0.289981618,-38602.5825,2023-03-05,11:00:00,2023,3,03/0/223,20230305,2023-03-05 06:24:20-08:00,2023-03-06T02:01:57+00:00,41857,03/05/2023 11:00:00,2023-03-05 11:00:00-08:00,15.948,,88610.88,230.0,10.4,10.803,,24.0
1071,2527,2023-01-02 01:00:00,2,1,-3.845,9.61,3.55,0.0,11297.5,54.0,12.7,-1.083098592,2.707042254,-13.455,-13.455,-1.400104058,-36024.5,2023-01-02,01:00:00,2023,1,01/0/223,20230102,2023-01-02 07:08:19-08:00,2023-01-03T01:03:13+00:00,35694,01/02/2023 01:00:00,2023-01-02 01:00:00-08:00,,,88195.43,180.0,57.52,4.116,,10.0
1072,2528,2022-11-17 01:00:00,17,1,-3.84,45.88,5.74,0.0,14837.41,27.0,9.2,-0.668989547,7.993031359,-49.72,-49.72,-1.0836966,-25222.665,2022-11-17,01:00:00,2022,11,11/1/222,20221117,2022-11-17 06:36:59-08:00,2022-11-18T00:56:26+00:00,37167,11/17/2022 01:00:00,2022-11-17 01:00:00-08:00,,,89975.95,230.0,79.74,3.601,,-3.0
1073,2530,2022-10-27 11:00:00,27,11,-3.8325,0.05,5.26,0.0,13655.75,51.1,12.7,-0.728612167,0.009505703,-3.8825,-3.8825,-77.65,-24752.85,2022-10-27,11:00:00,2022,10,10/2/222,20221027,2022-10-27 07:17:04-07:00,2022-10-28T01:14:00+00:00,39416,10/27/2022 11:00:00,2022-10-27 11:00:00-07:00,,,88432.83,170.0,51.48,3.087,,16.0
1074,2531,2023-02-28 16:00:00,28,16,-3.8325,-4.7,2.56,0.0,15100.13,69.1,27.6,-1.497070313,-1.8359375,0.8675,0.8675,-0.184574468,-38161.485,2023-02-28,16:00:00,2023,2,02/2/223,20230228,2023-02-28 06:30:48-08:00,2023-03-01T01:57:34+00:00,41206,02/28/2023 16:00:00,2023-02-28 16:00:00-08:00,,,88047.05,230.0,8.01,9.26,,19.0
1075,2534,2023-01-14 22:00:00,14,22,-3.83,0.47,3.44,0.0,14929.68,46.0,16.1,-1.113372093,0.136627907,-4.3,-4.3,-9.14893617,-37370.4775,2023-01-14,22:00:00,2023,1,01/1/223,20230114,2023-01-14 07:07:51-08:00,2023-01-15T01:13:41+00:00,36350,01/14/2023 22:00:00,2023-01-14 22:00:00-08:00,,,88403.15,210.0,31.54,6.688,,9.0
1076,2538,2023-02-22 18:00:00,22,18,-3.8125,-6.46,2.1,0.0,15535.83,63.0,32.2,-1.81547619,-3.076190476,2.6475,2.6475,-0.409829721,-38841.93,2023-02-22,18:00:00,2023,2,02/2/223,20230222,2023-02-22 06:38:09-08:00,2023-02-23T01:52:08+00:00,40439,02/22/2023 18:00:00,2023-02-22 18:00:00-08:00,15.948,,87690.94,240.0,25.04,12.861,,16.0
1077,2543,2022-03-30 13:00:00,30,13,-3.7875,4.2,5.31,0.0,13822.2,48.0,24.2,-0.713276836,0.790960452,-7.9875,-7.9875,-1.901785714,-6253.945,2022-03-30,13:00:00,2022,3,03/3/222,20220330,2022-03-30 06:49:27-07:00,2022-03-31T02:22:40+00:00,45193,03/30/2022 13:00:00,2022-03-30 13:00:00-07:00,11.318,,88254.78,340.0,22.1,8.746,,12.0
1078,2544,2023-01-16 01:00:00,16,1,-3.785,3.16,3.44,0.0,11278.71,48.0,24.2,-1.100290698,0.918604651,-6.945,-6.945,-2.19778481,-37499.8575,2023-01-16,01:00:00,2023,1,01/1/223,20230116,2023-01-16 07:07:20-08:00,2023-01-17T01:15:36+00:00,36496,01/16/2023 01:00:00,2023-01-16 01:00:00-08:00,12.347,,87928.35,260.0,52.7,8.231,,7.0
1079,2546,2023-02-09 23:00:00,9,23,-3.7775,7.37,2.42,0.0,14747.13,30.0,16.1,-1.560950413,3.045454545,-11.1475,-11.1475,-1.512550882,-38229.7575,2023-02-09,23:00:00,2023,2,02/0/223,20230209,2023-02-09 06:52:04-08:00,2023-02-10T01:39:40+00:00,38856,02/09/2023 23:00:00,2023-02-09 23:00:00-08:00,,,90272.71,350.0,74.03,5.659,,-2.0
1080,2548,2022-11-03 22:00:00,3,22,-3.77,-3.52,4.51,0.0,15905.78,64.0,16.1,-0.835920177,-0.780487805,-0.25,-0.25,0.071022727,-24664.0425,2022-11-03,22:00:00,2022,11,11/0/222,20221103,2022-11-03 07:23:32-07:00,2022-11-04T01:06:58+00:00,38606,11/03/2022 22:00:00,2022-11-03 22:00:00-07:00,,,88432.83,190.0,72.42,5.659,,17.0
1081,2549,2022-05-27 13:00:00,27,13,-3.7625,52.89,9.07,0.0,18024.89,87.1,28.8,-0.414829107,5.831312018,-56.6525,-56.6525,-1.071138211,-18437.6525,2022-05-27,13:00:00,2022,5,05/2/222,20220527,2022-05-27 05:49:18-07:00,2022-05-28T03:08:30+00:00,51552,05/27/2022 13:00:00,2022-05-27 13:00:00-07:00,14.404,,89056.01,210.0,21.37,11.832,,33.0
