,Unnamed: 0,Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $,Dates,Time,Year,Month,DateAPIFormat,dateJoinFormat,date_time,wind_gust_set_1,weather_condition_set_1d,pressure_set_1d,cloud_layer_1_code_set_1,wind_speed_set_1,relative_humidity_set_1,peak_wind_speed_set_1,air_temp_set_1,wind_direction_set_1
160,161,2023-01-02 07:00:00,2,7.0,$0.21,$12.96,3.55,$0.00,9023.48,73.9,10.4,0.06,3.65,-12.75,-12.75,-0.9838,"-$10,173.89",2023-01-02,07:00:00,2023,1,20230102,01/02/2023 07:00:00,2023-01-02 07:00:00-08:00,8.231,"light rain,mist",100961.32,0,5.144,94.12,,23.0,170.0
161,162,2022-12-31 03:00:00,31,3.0,$0.24,$15.46,3.7,$0.00,7943.52,53.1,0.0,0.07,4.18,-15.22,-15.22,-0.9843000000000001,"-$9,727.41",2022-12-31,03:00:00,2022,12,20221231,12/31/2022 03:00:00,2022-12-31 03:00:00-08:00,,,101130.09,0,0.0,100.0,,12.0,0.0
162,163,2023-02-20 02:00:00,20,2.0,$0.29,$5.92,2.26,$0.00,8668.93,63.0,4.6,0.13,2.62,-5.64,-5.64,-0.9519,"-$13,867.76",2023-02-20,02:00:00,2023,2,20230220,02/20/2023 02:00:00,2023-02-20 02:00:00-08:00,,,101602.66,0,2.572,93.89,,18.0,210.0
163,164,2023-03-17 04:00:00,17,4.0,$0.30,$12.59,2.45,$0.00,8877.77,53.1,23.0,0.12,5.14,-12.29,-12.29,-0.9762000000000001,"-$13,761.73",2023-03-17,04:00:00,2023,3,20230317,03/17/2023 04:00:00,2023-03-17 04:00:00-07:00,,,101197.6,0,5.144,93.4,,8.0,340.0
164,165,2023-01-15 16:00:00,15,16.0,$0.30,$9.80,3.44,$0.00,9963.01,71.1,20.7,0.09,2.85,-9.5,-9.5,-0.9691,"-$11,315.93",2023-01-15,16:00:00,2023,1,20230115,01/15/2023 16:00:00,2023-01-15 16:00:00-08:00,,,100826.3,0,7.202,64.32,,21.0,160.0
165,167,2023-01-06 16:00:00,6,16.0,$0.37,$15.58,3.76,$0.00,10982.23,77.0,12.7,0.1,4.14,-15.21,-15.21,-0.9764,"-$10,145.43",2023-01-06,16:00:00,2023,1,20230106,01/06/2023 16:00:00,2023-01-06 16:00:00-08:00,,,101703.93,0,4.116,60.51,,22.0,160.0
166,168,2022-05-22 07:00:00,22,7.0,$0.39,$56.19,7.98,$0.00,10740.33,69.1,11.5,0.05,7.04,-55.8,-55.8,-0.9931,"$5,016.52",2022-05-22,07:00:00,2022,5,20220522,05/22/2022 07:00:00,2022-05-22 07:00:00-07:00,12.347,,101197.6,0,9.26,94.03,,21.0,80.0
167,169,2022-12-31 09:00:00,31,9.0,$0.42,$18.26,3.7,$0.00,8556.17,57.0,3.5,0.11,4.94,-17.84,-17.84,-0.9769,"-$9,817.87",2022-12-31,09:00:00,2022,12,20221231,12/31/2022 09:00:00,2022-12-31 09:00:00-08:00,,,101332.62,0,2.058,77.33,,17.0,190.0
168,170,2022-12-31 10:00:00,31,10.0,$0.46,$15.81,3.7,$0.00,8799.05,57.0,4.6,0.12,4.27,-15.35,-15.35,-0.9711,"-$9,833.22",2022-12-31,10:00:00,2022,12,20221231,12/31/2022 10:00:00,2022-12-31 10:00:00-08:00,,,101197.6,0,3.087,60.03,,20.0,260.0
169,171,2022-12-31 16:00:00,31,16.0,$0.49,$15.02,3.7,$0.00,9655.22,73.9,8.1,0.13,4.06,-14.53,-14.53,-0.9673999999999999,"-$9,928.51",2022-12-31,16:00:00,2022,12,20221231,12/31/2022 16:00:00,2022-12-31 16:00:00-08:00,,,100961.32,0,2.058,59.79,,19.0,200.0
170,172,2022-12-31 05:00:00,31,5.0,$0.57,$14.31,3.7,$0.00,7855.78,54.0,0.0,0.15,3.87,-13.74,-13.74,-0.96,"-$9,757.46",2022-12-31,05:00:00,2022,12,20221231,12/31/2022 05:00:00,2022-12-31 05:00:00-08:00,,,101163.85,0,1.543,100.0,,13.0,210.0
171,173,2022-12-14 13:00:00,14,13.0,$0.61,$37.42,7.16,$0.00,10517.85,64.9,10.4,0.09,5.23,-36.81,-36.81,-0.9837,-$949.61,2022-12-14,13:00:00,2022,12,20221214,12/14/2022 13:00:00,2022-12-14 13:00:00-08:00,,,100454.99,0,4.63,37.07,,19.0,310.0
172,174,2022-05-15 03:00:00,15,3.0,$0.68,$37.52,7.7,$0.00,11524.31,73.9,0.0,0.09,4.87,-36.85,-36.85,-0.982,"$11,895.71",2022-05-15,03:00:00,2022,5,20220515,05/15/2022 03:00:00,2022-05-15 03:00:00-07:00,,,101062.58,0,1.543,83.13,,22.0,200.0
173,175,2022-12-28 02:00:00,28,2.0,$0.75,$15.19,4.9,$0.00,9740.54,36.0,0.0,0.15,3.1,-14.44,-14.44,-0.9506,"-$9,388.32",2022-12-28,02:00:00,2022,12,20221228,12/28/2022 02:00:00,2022-12-28 02:00:00-08:00,,,101433.89,0,1.543,93.13,,3.0,10.0
174,176,2023-01-25 13:00:00,25,13.0,$0.76,$21.43,3.34,$0.00,11048.08,48.0,15.0,0.23,6.42,-20.67,-20.67,-0.9645,"-$11,626.69",2023-01-25,13:00:00,2023,1,20230125,01/25/2023 13:00:00,2023-01-25 13:00:00-08:00,8.231,,101670.17,0,5.659,57.78,,11.0,320.0
175,177,2022-12-26 11:00:00,26,11.0,$0.79,$35.00,6.56,$0.00,10565.15,51.1,0.0,0.12,5.34,-34.21,-34.21,-0.9773999999999999,"-$8,925.62",2022-12-26,11:00:00,2022,12,20221226,12/26/2022 11:00:00,2022-12-26 11:00:00-08:00,,,102041.48,0,2.572,44.2,,14.0,220.0
176,178,2023-01-12 06:00:00,12,6.0,$0.88,$17.84,3.35,$0.00,9699.86,64.9,9.2,0.26,5.33,-16.96,-16.96,-0.9508,"-$10,793.39",2023-01-12,06:00:00,2023,1,20230112,01/12/2023 06:00:00,2023-01-12 06:00:00-08:00,,,101568.91,0,4.63,38.87,,16.0,320.0
177,179,2022-11-11 05:00:00,11,5.0,$0.88,$17.56,4.63,$0.00,9202.29,62.1,3.5,0.19,3.79,-16.68,-16.68,-0.9497,-$146.52,2022-11-11,05:00:00,2022,11,20221111,11/11/2022 05:00:00,2022-11-11 05:00:00-08:00,,fog,100657.52,0,1.543,100.0,,17.0,190.0
178,180,2022-12-31 06:00:00,31,6.0,$0.95,$14.06,3.7,$0.00,7957.93,55.0,3.5,0.26,3.8,-13.11,-13.11,-0.9323,"-$9,770.57",2022-12-31,06:00:00,2022,12,20221231,12/31/2022 06:00:00,2022-12-31 06:00:00-08:00,,mist,101231.36,0,1.543,100.0,,13.0,200.0
179,181,2023-01-19 02:00:00,19,2.0,$1.01,$16.36,3.11,$0.00,8377.44,48.9,0.0,0.32,5.26,-15.36,-15.36,-0.9386,"-$11,058.55",2023-01-19,02:00:00,2023,1,20230119,01/19/2023 02:00:00,2023-01-19 02:00:00-08:00,,,101163.85,0,2.058,87.28,,9.0,260.0
180,182,2023-01-04 15:00:00,4,15.0,$1.11,$17.56,3.65,$0.00,10348.72,71.1,6.9,0.3,4.81,-16.45,-16.45,-0.9369,"-$9,979.30",2023-01-04,15:00:00,2023,1,20230104,01/04/2023 15:00:00,2023-01-04 15:00:00-08:00,,,101467.64,0,3.601,32.76,,21.0,290.0
181,183,2022-12-25 13:00:00,25,13.0,$1.14,$37.35,6.56,$0.00,10318.18,46.0,4.6,0.17,5.69,-36.21,-36.21,-0.9695,"-$8,487.97",2022-12-25,13:00:00,2022,12,20221225,12/25/2022 13:00:00,2022-12-25 13:00:00-08:00,,,102480.29,0,0.0,19.61,,9.0,0.0
182,184,2023-02-03 16:00:00,3,16.0,$1.21,$16.38,2.65,$0.00,10381.09,57.9,6.9,0.46,6.18,-15.17,-15.17,-0.9262999999999999,"-$12,681.78",2023-02-03,16:00:00,2023,2,20230203,02/03/2023 16:00:00,2023-02-03 16:00:00-08:00,,,102885.35,0,2.572,54.35,,13.0,350.0
