,Unnamed: 0,Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $,Dates,Time,Year,Month,Date,DateAPIFormat,Sunrise,Sunset,Day_Length,dateJoinFormat,date_time,wind_gust_set_1,weather_condition_set_1d,pressure_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,peak_wind_speed_set_1,air_temp_set_1,lat,lon,validdate,direct_rad:W,solar_power:MW
3015,11304,2022-09-26 07:00:00,26,7,37.565,40.55,6.73,0.0,13957.5,55.9,8.1,5.581723626,6.02526003,-2.985,-2.985,-0.073612824,-26129.135,2022-09-26,07:00:00,2022,9,09/2/222,20220926,2022-09-26 06:51:40-07:00,2022-09-27T01:54:08+00:00,43348,09/26/2022 07:00:00,2022-09-26 07:00:00-07:00,,,89916.6,170.0,39.16,3.601,,17.0,35.371452,-101.387665,2022-09-26 07:00:00-07:00,167.5,0.171
3016,11316,2022-10-10 03:00:00,10,3,37.6025,36.97,6.22,0.0,11229.86,53.1,8.1,6.045418006,5.943729904,0.6325,0.6325,0.017108466,-25800.705,2022-10-10,03:00:00,2022,10,10/1/222,20221010,2022-10-10 07:02:30-07:00,2022-10-11T01:34:41+00:00,41531,10/10/2022 03:00:00,2022-10-10 03:00:00-07:00,,mist,89619.85,210.0,100.0,3.087,,11.0,35.371452,-101.387665,2022-10-10 03:00:00-07:00,0.0,0.0
3017,11320,2023-01-12 22:00:00,12,22,37.625,35.51,3.35,0.0,15670.21,35.1,0.0,11.23134328,10.6,2.115,2.115,0.059560687,-37003.405,2023-01-12,22:00:00,2023,1,01/1/223,20230112,2023-01-12 07:08:15-08:00,2023-01-13T01:11:49+00:00,36214,01/12/2023 22:00:00,2023-01-12 22:00:00-08:00,,,90243.03,230.0,63.94,2.058,,0.0,35.371452,-101.387665,2023-01-12 22:00:00-08:00,0.0,0.0
3018,11331,2022-11-22 13:00:00,22,13,37.66,39.96,6.26,0.0,14814.19,61.0,13.8,6.015974441,6.383386581,-2.3,-2.3,-0.057557558,-26341.46,2022-11-22,13:00:00,2022,11,11/2/222,20221122,2022-11-22 06:41:47-08:00,2022-11-23T00:54:00+00:00,36733,11/22/2022 13:00:00,2022-11-22 13:00:00-08:00,,,89323.09,210.0,21.79,7.202,,17.0,35.371452,-101.387665,2022-11-22 13:00:00-08:00,353.4,0.463
3019,11337,2022-09-25 01:00:00,25,1,37.69,38.47,6.73,0.0,16070.41,64.9,8.1,5.600297177,5.716196137,-0.78,-0.78,-0.020275539,-25863.34,2022-09-25,01:00:00,2022,9,09/2/222,20220925,2022-09-25 06:50:56-07:00,2022-09-26T01:55:34+00:00,43478,09/25/2022 01:00:00,2022-09-25 01:00:00-07:00,,,89293.42,360.0,63.42,3.087,,17.0,35.371452,-101.387665,2022-09-25 01:00:00-07:00,0.0,0.0
3020,11345,2022-10-24 07:00:00,24,7,37.73,37.47,4.43,0.0,14747.64,52.0,4.6,8.516930023,8.458239278,0.26,0.26,0.006938884,-24010.4225,2022-10-24,07:00:00,2022,10,10/2/222,20221024,2022-10-24 07:14:22-07:00,2022-10-25T01:17:19+00:00,39777,10/24/2022 07:00:00,2022-10-24 07:00:00-07:00,,,88343.8,40.0,87.19,6.173,,8.0,35.371452,-101.387665,2022-10-24 07:00:00-07:00,25.5,0.043
3021,11349,2022-11-18 06:00:00,18,6,37.7425,26.19,6.19,0.0,16113.22,26.1,15.0,6.09733441,4.231017771,11.5525,11.5525,0.441103475,-26043.7325,2022-11-18,06:00:00,2022,11,11/1/222,20221118,2022-11-18 06:37:57-08:00,2022-11-19T00:55:53+00:00,37076,11/18/2022 06:00:00,2022-11-18 06:00:00-08:00,,,90124.33,50.0,58.14,6.688,,-4.0,35.371452,-101.387665,2022-11-18 06:00:00-08:00,0.0,0.006
3022,11363,2022-12-16 06:00:00,16,6,37.805,49.86,6.74,0.0,16808.74,25.0,9.2,5.609050445,7.397626113,-12.055,-12.055,-0.241776976,-27072.4725,2022-12-16,06:00:00,2022,12,12/1/222,20221216,2022-12-16 07:01:33-08:00,2022-12-17T00:53:21+00:00,35508,12/16/2022 06:00:00,2022-12-16 06:00:00-08:00,,"light snow,mist",89323.09,20.0,85.93,3.087,,-4.0,35.371452,-101.387665,2022-12-16 06:00:00-08:00,0.0,0.0
3023,11374,2023-03-04 20:00:00,4,20,37.85,27.03,2.67,0.0,13323.11,44.1,9.2,14.17602996,10.12359551,10.82,10.82,0.400295967,-38708.965,2023-03-04,20:00:00,2023,3,03/0/223,20230304,2023-03-04 06:25:39-08:00,2023-03-05T02:01:05+00:00,41726,03/04/2023 20:00:00,2023-03-04 20:00:00-08:00,,,88848.29,140.0,45.7,7.202,,8.0,35.371452,-101.387665,2023-03-04 20:00:00-08:00,0.0,0.0
3024,11376,2022-11-22 02:00:00,22,2,37.8525,32.2,6.26,0.0,14113.11,33.1,10.4,6.04672524,5.143769968,5.6525,5.6525,0.175543478,-26302.3125,2022-11-22,02:00:00,2022,11,11/2/222,20221122,2022-11-22 06:41:47-08:00,2022-11-23T00:54:00+00:00,36733,11/22/2022 02:00:00,2022-11-22 02:00:00-08:00,,,89619.85,230.0,73.84,2.058,,-3.0,35.371452,-101.387665,2022-11-22 02:00:00-08:00,0.0,0.0
3025,11377,2023-01-31 14:00:00,31,14,37.8575,55.25,2.81,0.0,25392.39,23.0,6.9,13.47241993,19.66192171,-17.3925,-17.3925,-0.31479638,-36874.5025,2023-01-31,14:00:00,2023,1,01/3/223,20230131,2023-01-31 06:59:36-08:00,2023-02-01T01:30:38+00:00,37862,01/31/2023 14:00:00,2023-01-31 14:00:00-08:00,,,89590.17,310.0,53.94,3.087,,-3.0,35.371452,-101.387665,2023-01-31 14:00:00-08:00,151.3,0.295
3026,11378,2023-03-09 05:00:00,9,5,37.8575,14.48,2.5,0.0,11058.11,44.1,6.9,15.143,5.792,23.3775,23.3775,1.614468232,-38811.455,2023-03-09,05:00:00,2023,3,03/0/223,20230309,2023-03-09 06:19:00-08:00,2023-03-10T02:05:22+00:00,42382,03/09/2023 05:00:00,2023-03-09 05:00:00-08:00,,,89026.34,190.0,87.19,4.116,,8.0,35.371452,-101.387665,2023-03-09 05:00:00-08:00,0.0,0.0
3027,11384,2022-09-28 12:00:00,28,12,37.8775,42.66,6.82,0.0,16522.62,79.0,9.2,5.55388563,6.255131965,-4.7825,-4.7825,-0.112107361,-26022.2725,2022-09-28,12:00:00,2022,9,09/2/222,20220928,2022-09-28 06:53:10-07:00,2022-09-29T01:51:17+00:00,43087,09/28/2022 12:00:00,2022-09-28 12:00:00-07:00,,,89916.6,100.0,22.09,3.601,,30.0,35.371452,-101.387665,2022-09-28 12:00:00-07:00,720.8,0.79
3028,11386,2022-12-24 11:00:00,24,11,37.8975,193.47,6.56,0.0,23368.75,28.0,16.1,5.777057927,29.49237805,-155.5725,-155.5725,-0.804116917,-30760.62,2022-12-24,11:00:00,2022,12,12/2/222,20221224,2022-12-24 07:05:44-08:00,2022-12-25T00:57:05+00:00,35481,12/24/2022 11:00:00,2022-12-24 11:00:00-08:00,9.26,,89857.25,250.0,19.04,6.688,,1.0,35.371452,-101.387665,2022-12-24 11:00:00-08:00,470.3,0.656
3029,11390,2022-10-05 10:00:00,5,10,37.9125,35.57,5.4,0.0,14001.62,63.0,8.1,7.020833333,6.587037037,2.3425,2.3425,0.065856058,-26606.615,2022-10-05,10:00:00,2022,10,10/0/222,20221005,2022-10-05 06:58:32-07:00,2022-10-06T01:41:28+00:00,42176,10/05/2022 10:00:00,2022-10-05 10:00:00-07:00,,light rain,89708.87,40.0,72.42,3.087,,17.0,35.371452,-101.387665,2022-10-05 10:00:00-07:00,299.0,0.532
3030,11398,2022-12-09 05:00:00,9,5,37.94,30.32,4.77,0.0,10967.09,30.0,6.9,7.953878407,6.35639413,7.62,7.62,0.251319261,-26649.355,2022-12-09,05:00:00,2022,12,12/0/222,20221209,2022-12-09 06:56:41-08:00,2022-12-10T00:51:38+00:00,35697,12/09/2022 05:00:00,2022-12-09 05:00:00-08:00,,,89530.82,80.0,68.78,2.572,,-1.0,35.371452,-101.387665,2022-12-09 05:00:00-08:00,0.0,0.0
3031,11399,2022-11-22 03:00:00,22,3,37.945,31.82,6.26,0.0,13931.64,30.0,8.1,6.061501597,5.083067093,6.125,6.125,0.192489001,-26296.1875,2022-11-22,03:00:00,2022,11,11/2/222,20221122,2022-11-22 06:41:47-08:00,2022-11-23T00:54:00+00:00,36733,11/22/2022 03:00:00,2022-11-22 03:00:00-08:00,,,89590.17,220.0,68.56,3.087,,-2.0,35.371452,-101.387665,2022-11-22 03:00:00-08:00,0.0,0.0
3032,11400,2023-03-02 08:00:00,2,8,37.945,21.45,2.59,0.0,13391.24,32.0,6.9,14.65057915,8.281853282,16.495,16.495,0.768997669,-38528.7425,2023-03-02,08:00:00,2023,3,03/0/223,20230302,2023-03-02 06:28:15-08:00,2023-03-03T01:59:20+00:00,41465,03/02/2023 08:00:00,2023-03-02 08:00:00-08:00,,,87869.0,30.0,60.77,2.572,,6.0,35.371452,-101.387665,2023-03-02 08:00:00-08:00,344.2,0.468
3033,11409,2022-10-20 12:00:00,20,12,37.9925,40.93,5.5,0.0,13464.3,69.1,6.9,6.907727273,7.441818182,-2.9375,-2.9375,-0.071768874,-23684.04,2022-10-20,12:00:00,2022,10,10/2/222,20221020,2022-10-20 07:10:52-07:00,2022-10-21T01:22:00+00:00,40268,10/20/2022 12:00:00,2022-10-20 12:00:00-07:00,,,89323.09,360.0,19.08,3.087,,24.0,35.371452,-101.387665,2022-10-20 12:00:00-07:00,654.2,0.76
3034,11412,2023-01-04 08:00:00,4,8,37.9975,33.85,3.65,0.0,16804.23,23.0,4.6,10.41027397,9.273972603,4.1475,4.1475,0.122525849,-35927.4575,2023-01-04,08:00:00,2023,1,01/0/223,20230104,2023-01-04 07:08:33-08:00,2023-01-05T01:04:48+00:00,35775,01/04/2023 08:00:00,2023-01-04 08:00:00-08:00,,,89056.01,300.0,69.43,3.601,,2.0,35.371452,-101.387665,2023-01-04 08:00:00-08:00,256.7,0.381
3035,11413,2022-10-01 14:00:00,1,14,38.0025,34.33,6.29,0.0,14842.87,84.0,8.1,6.041732909,5.457869634,3.6725,3.6725,0.106976405,-26189.7875,2022-10-01,14:00:00,2022,10,10/0/222,20221001,2022-10-01 06:55:27-07:00,2022-10-02T01:47:02+00:00,42695,10/01/2022 14:00:00,2022-10-01 14:00:00-07:00,,,89234.07,150.0,26.28,6.173,,27.0,35.371452,-101.387665,2022-10-01 14:00:00-07:00,437.9,0.515
3036,11414,2022-09-25 05:00:00,25,5,38.01,25.28,6.73,0.0,13722.11,62.1,6.9,5.647845468,3.756315007,12.73,12.73,0.503560127,-25843.6,2022-09-25,05:00:00,2022,9,09/2/222,20220925,2022-09-25 06:50:56-07:00,2022-09-26T01:55:34+00:00,43478,09/25/2022 05:00:00,2022-09-25 05:00:00-07:00,,,89501.15,10.0,63.18,6.688,,16.0,35.371452,-101.387665,2022-09-25 05:00:00-07:00,0.0,0.0
3037,11421,2023-01-26 18:00:00,26,18,38.025,30.28,3.08,0.0,15712.19,37.9,12.7,12.34577922,9.831168831,7.745,7.745,0.255779392,-38109.5475,2023-01-26,18:00:00,2023,1,01/2/223,20230126,2023-01-26 07:02:54-08:00,2023-01-27T01:25:34+00:00,37360,01/26/2023 18:00:00,2023-01-26 18:00:00-08:00,,,89560.5,230.0,64.18,6.173,,1.0,35.371452,-101.387665,2023-01-26 18:00:00-08:00,0.0,0.0
3038,11432,2022-12-16 01:00:00,16,1,38.055,37.55,6.74,0.0,15145.56,32.0,9.2,5.646142433,5.571216617,0.505,0.505,0.013448735,-27047.6825,2022-12-16,01:00:00,2022,12,12/1/222,20221216,2022-12-16 07:01:33-08:00,2022-12-17T00:53:21+00:00,35508,12/16/2022 01:00:00,2022-12-16 01:00:00-08:00,,,89115.37,40.0,58.68,6.173,,-2.0,35.371452,-101.387665,2022-12-16 01:00:00-08:00,0.0,0.0
3039,11433,2022-12-14 08:00:00,14,8,38.0625,58.57,7.16,0.0,14810.05,19.9,5.8,5.31599162,8.180167598,-20.5075,-20.5075,-0.350136589,-26538.0075,2022-12-14,08:00:00,2022,12,12/1/222,20221214,2022-12-14 07:00:16-08:00,2022-12-15T00:52:42+00:00,35546,12/14/2022 08:00:00,2022-12-14 08:00:00-08:00,,,88610.88,310.0,63.45,4.116,,-2.0,35.371452,-101.387665,2022-12-14 08:00:00-08:00,190.8,0.329
3040,11434,2022-12-16 02:00:00,16,2,38.0675,36.99,6.74,0.0,15079.3,30.9,8.1,5.647997033,5.488130564,1.0775,1.0775,0.029129494,-27046.605,2022-12-16,02:00:00,2022,12,12/1/222,20221216,2022-12-16 07:01:33-08:00,2022-12-17T00:53:21+00:00,35508,12/16/2022 02:00:00,2022-12-16 02:00:00-08:00,,,89145.04,30.0,73.84,4.116,,-3.0,35.371452,-101.387665,2022-12-16 02:00:00-08:00,0.0,0.0
3041,11444,2022-10-30 12:00:00,30,12,38.1,38.6,4.95,0.0,12261.02,60.1,8.1,7.696969697,7.797979798,-0.5,-0.5,-0.012953368,-24170.3175,2022-10-30,12:00:00,2022,10,10/3/222,20221030,2022-10-30 07:19:48-07:00,2022-10-31T01:10:52+00:00,39064,10/30/2022 12:00:00,2022-10-30 12:00:00-07:00,,,89145.04,350.0,34.25,1.543,,18.0,35.371452,-101.387665,2022-10-30 12:00:00-07:00,580.7,0.716
3042,11450,2022-12-18 01:00:00,18,1,38.1275,50.57,6.59,0.0,17176.17,23.0,8.1,5.785660091,7.673748103,-12.4425,-12.4425,-0.246045086,-26920.795,2022-12-18,01:00:00,2022,12,12/1/222,20221218,2022-12-18 07:02:45-08:00,2022-12-19T00:54:07+00:00,35482,12/18/2022 01:00:00,2022-12-18 01:00:00-08:00,,,89204.39,150.0,73.06,3.601,,-7.0,35.371452,-101.387665,2022-12-18 01:00:00-08:00,0.0,0.0
3043,11453,2022-11-22 22:00:00,22,22,38.1475,34.77,6.26,0.0,15039.85,45.0,11.5,6.09384984,5.554313099,3.3775,3.3775,0.097138338,-26334.445,2022-11-22,22:00:00,2022,11,11/2/222,20221122,2022-11-22 06:41:47-08:00,2022-11-23T00:54:00+00:00,36733,11/22/2022 22:00:00,2022-11-22 22:00:00-08:00,,,89263.74,190.0,64.66,4.116,,3.0,35.371452,-101.387665,2022-11-22 22:00:00-08:00,0.0,0.0
3044,11455,2022-12-14 02:00:00,14,2,38.1625,30.35,7.16,0.0,11644.39,21.9,6.9,5.329958101,4.238826816,7.8125,7.8125,0.257413509,-26513.355,2022-12-14,02:00:00,2022,12,12/1/222,20221214,2022-12-14 07:00:16-08:00,2022-12-15T00:52:42+00:00,35546,12/14/2022 02:00:00,2022-12-14 02:00:00-08:00,,,88254.78,0.0,79.1,0.0,,-7.0,35.371452,-101.387665,2022-12-14 02:00:00-08:00,0.0,0.0
3045,11457,2023-02-01 07:00:00,1,7,38.18,98.76,2.68,0.0,22502.3,21.0,0.0,14.24626866,36.85074627,-60.58,-60.58,-0.613406237,-37320.2575,2023-02-01,07:00:00,2023,2,02/0/223,20230201,2023-02-01 06:58:52-08:00,2023-02-02T01:31:39+00:00,37967,02/01/2023 07:00:00,2023-02-01 07:00:00-08:00,,mist,89530.82,230.0,92.55,2.572,,-7.0,35.371452,-101.387665,2023-02-01 07:00:00-08:00,71.4,0.144
3046,11462,2022-10-21 13:00:00,21,13,38.1975,34.88,5.05,0.0,14739.76,79.0,13.8,7.563861386,6.906930693,3.3175,3.3175,0.095111812,-23597.615,2022-10-21,13:00:00,2022,10,10/2/222,20221021,2022-10-21 07:11:44-07:00,2022-10-22T01:20:48+00:00,40144,10/21/2022 13:00:00,2022-10-21 13:00:00-07:00,,,88373.48,220.0,14.22,6.173,,29.0,35.371452,-101.387665,2022-10-21 13:00:00-07:00,587.2,0.668
3047,11463,2023-02-01 01:00:00,1,1,38.22,41.17,2.68,0.0,21582.79,24.1,3.5,14.26119403,15.3619403,-2.95,-2.95,-0.071654117,-37282.0575,2023-02-01,01:00:00,2023,2,02/0/223,20230201,2023-02-01 06:58:52-08:00,2023-02-02T01:31:39+00:00,37967,02/01/2023 01:00:00,2023-02-01 01:00:00-08:00,,,89619.85,220.0,73.65,1.543,,-4.0,35.371452,-101.387665,2023-02-01 01:00:00-08:00,0.0,0.0
3048,11467,2022-11-16 15:00:00,16,15,38.23,39.74,5.9,0.0,14704.4,46.9,12.7,6.479661017,6.73559322,-1.51,-1.51,-0.03799698,-25489.295,2022-11-16,15:00:00,2022,11,11/1/222,20221116,2022-11-16 06:36:01-08:00,2022-11-17T00:57:01+00:00,37260,11/16/2022 15:00:00,2022-11-16 15:00:00-08:00,,,90124.33,330.0,31.23,4.116,,8.0,35.371452,-101.387665,2022-11-16 15:00:00-08:00,31.2,0.062
3049,11468,2022-10-14 03:00:00,14,3,38.235,34.23,6.28,0.0,10572.35,46.9,9.2,6.088375796,5.450636943,4.005,4.005,0.117002629,-23750.5225,2022-10-14,03:00:00,2022,10,10/1/222,20221014,2022-10-14 07:05:47-07:00,2022-10-15T01:29:27+00:00,41020,10/14/2022 03:00:00,2022-10-14 03:00:00-07:00,,,89204.39,230.0,61.76,4.63,,10.0,35.371452,-101.387665,2022-10-14 03:00:00-07:00,0.0,0.0
3050,11469,2022-10-15 01:00:00,15,1,38.235,24.65,6.08,0.0,13615.82,55.9,6.9,6.288651316,4.054276316,13.585,13.585,0.551115619,-23842.075,2022-10-15,01:00:00,2022,10,10/1/222,20221015,2022-10-15 07:06:37-07:00,2022-10-16T01:28:11+00:00,40894,10/15/2022 01:00:00,2022-10-15 01:00:00-07:00,,,88818.61,190.0,62.48,4.63,,13.0,35.371452,-101.387665,2022-10-15 01:00:00-07:00,0.0,0.0
3051,11472,2022-10-10 05:00:00,10,5,38.2425,38.92,6.22,0.0,11014.48,53.1,8.1,6.148311897,6.257234727,-0.6775,-0.6775,-0.017407503,-25801.6325,2022-10-10,05:00:00,2022,10,10/1/222,20221010,2022-10-10 07:02:30-07:00,2022-10-11T01:34:41+00:00,41531,10/10/2022 05:00:00,2022-10-10 05:00:00-07:00,,mist,89619.85,190.0,93.55,3.087,,11.0,35.371452,-101.387665,2022-10-10 05:00:00-07:00,0.0,0.0
3052,11473,2022-10-18 12:00:00,18,12,38.25,45.99,6.02,0.0,13250.46,55.0,7.0,6.353820598,7.639534884,-7.74,-7.74,-0.168297456,-22986.595,2022-10-18,12:00:00,2022,10,10/1/222,20221018,2022-10-18 07:09:09-07:00,2022-10-19T01:24:25+00:00,40516,10/18/2022 12:00:00,2022-10-18 12:00:00-07:00,,,89916.6,140.0,55.15,2.058,,16.0,35.371452,-101.387665,2022-10-18 12:00:00-07:00,468.5,0.668
3053,11474,2022-12-26 19:00:00,26,19,38.26,50.91,6.56,0.0,17249.8,41.0,3.5,5.832317073,7.760670732,-12.65,-12.65,-0.248477706,-34862.155,2022-12-26,19:00:00,2022,12,12/2/222,20221226,2022-12-26 07:06:31-08:00,2022-12-27T00:58:17+00:00,35506,12/26/2022 19:00:00,2022-12-26 19:00:00-08:00,,,89886.93,210.0,51.27,4.63,,2.0,35.371452,-101.387665,2022-12-26 19:00:00-08:00,0.0,0.0
3054,11485,2022-10-05 09:00:00,5,9,38.295,36.59,5.4,0.0,13423.73,59.0,8.1,7.091666667,6.775925926,1.705,1.705,0.046597431,-26608.9575,2022-10-05,09:00:00,2022,10,10/0/222,20221005,2022-10-05 06:58:32-07:00,2022-10-06T01:41:28+00:00,42176,10/05/2022 09:00:00,2022-10-05 09:00:00-07:00,,,89649.52,60.0,55.67,3.087,,18.0,35.371452,-101.387665,2022-10-05 09:00:00-07:00,328.8,0.469
3055,11488,2022-12-27 07:00:00,27,7,38.31,65.33,6.56,0.0,22781.03,37.0,11.5,5.839939024,9.958841463,-27.02,-27.02,-0.41359253,-34888.8675,2022-12-27,07:00:00,2022,12,12/2/222,20221227,2022-12-27 07:06:52-08:00,2022-12-28T00:58:55+00:00,35523,12/27/2022 07:00:00,2022-12-27 07:00:00-08:00,,,89026.34,220.0,56.19,10.289,,5.0,35.371452,-101.387665,2022-12-27 07:00:00-08:00,100.1,0.177
3056,11501,2022-10-12 12:00:00,12,12,38.3375,33.41,6.31,0.0,18207.05,64.0,10.4,6.075673534,5.294770206,4.9275,4.9275,0.147485783,-25174.545,2022-10-12,12:00:00,2022,10,10/1/222,20221012,2022-10-12 07:04:08-07:00,2022-10-13T01:32:03+00:00,41275,10/12/2022 12:00:00,2022-10-12 12:00:00-07:00,,,89412.12,100.0,30.23,2.572,,20.0,35.371452,-101.387665,2022-10-12 12:00:00-07:00,681.5,0.789
3057,11503,2022-09-27 23:00:00,27,23,38.3425,27.61,6.74,0.0,16554.03,69.1,8.1,5.68879822,4.096439169,10.7325,10.7325,0.388717856,-26141.6475,2022-09-27,23:00:00,2022,9,09/2/222,20220927,2022-09-27 06:52:25-07:00,2022-09-28T01:52:42+00:00,43217,09/27/2022 23:00:00,2022-09-27 23:00:00-07:00,,,89768.22,100.0,37.07,3.601,,19.0,35.371452,-101.387665,2022-09-27 23:00:00-07:00,0.0,0.0
3058,11506,2023-02-02 04:00:00,2,4,38.355,32.72,2.66,0.0,19815.79,26.1,8.1,14.41917293,12.30075188,5.635,5.635,0.172218826,-37836.605,2023-02-02,04:00:00,2023,2,02/0/223,20230202,2023-02-02 06:58:06-08:00,2023-02-03T01:32:40+00:00,38074,02/02/2023 04:00:00,2023-02-02 04:00:00-08:00,,mist,89530.82,310.0,92.61,3.087,,-6.0,35.371452,-101.387665,2023-02-02 04:00:00-08:00,0.0,0.0
3059,11510,2023-01-31 10:00:00,31,10,38.37,122.91,2.81,0.0,25468.62,14.0,5.8,13.65480427,43.74021352,-84.54,-84.54,-0.687820356,-36721.7975,2023-01-31,10:00:00,2023,1,01/3/223,20230131,2023-01-31 06:59:36-08:00,2023-02-01T01:30:38+00:00,37862,01/31/2023 10:00:00,2023-01-31 10:00:00-08:00,,haze,89886.93,310.0,72.85,2.572,,-8.0,35.371452,-101.387665,2023-01-31 10:00:00-08:00,118.5,0.341
3060,11511,2022-10-18 04:00:00,18,4,38.385,41.87,6.02,0.0,10088.46,45.0,8.1,6.376245847,6.955149502,-3.485,-3.485,-0.083233819,-22945.985,2022-10-18,04:00:00,2022,10,10/1/222,20221018,2022-10-18 07:09:09-07:00,2022-10-19T01:24:25+00:00,40516,10/18/2022 04:00:00,2022-10-18 04:00:00-07:00,,,89738.55,220.0,87.19,2.058,,8.0,35.371452,-101.387665,2022-10-18 04:00:00-07:00,0.0,0.0
3061,11518,2022-10-18 02:00:00,18,2,38.4,43.63,6.02,0.0,10438.78,45.0,6.9,6.378737542,7.247508306,-5.23,-5.23,-0.119871648,-22937.8875,2022-10-18,02:00:00,2022,10,10/1/222,20221018,2022-10-18 07:09:09-07:00,2022-10-19T01:24:25+00:00,40516,10/18/2022 02:00:00,2022-10-18 02:00:00-07:00,,,89738.55,150.0,75.67,3.601,,7.0,35.371452,-101.387665,2022-10-18 02:00:00-07:00,0.0,0.0
3062,11530,2022-12-06 21:00:00,6,21,38.465,38.79,4.14,0.0,15208.86,44.1,8.1,9.291062802,9.369565217,-0.325,-0.325,-0.008378448,-26732.5575,2022-12-06,21:00:00,2022,12,12/0/222,20221206,2022-12-06 06:54:19-08:00,2022-12-07T00:51:23+00:00,35824,12/06/2022 21:00:00,2022-12-06 21:00:00-08:00,,,89145.04,170.0,81.2,6.173,,7.0,35.371452,-101.387665,2022-12-06 21:00:00-08:00,0.0,0.0
3063,11536,2022-10-21 11:00:00,21,11,38.49,31.7,5.05,0.0,13778.28,69.1,12.7,7.621782178,6.277227723,6.79,6.79,0.214195584,-23603.49,2022-10-21,11:00:00,2022,10,10/2/222,20221021,2022-10-21 07:11:44-07:00,2022-10-22T01:20:48+00:00,40144,10/21/2022 11:00:00,2022-10-21 11:00:00-07:00,,,88581.21,240.0,21.3,6.173,,27.0,35.371452,-101.387665,2022-10-21 11:00:00-07:00,653.7,0.753
3064,11543,2022-12-20 08:00:00,20,8,38.5225,59.8,5.98,0.0,17503.29,21.9,9.2,6.441889632,10.0,-21.2775,-21.2775,-0.355811037,-27447.1375,2022-12-20,08:00:00,2022,12,12/2/222,20221220,2022-12-20 07:03:51-08:00,2022-12-21T00:55:00+00:00,35469,12/20/2022 08:00:00,2022-12-20 08:00:00-08:00,,mist,90243.03,340.0,85.93,3.087,,-4.0,35.371452,-101.387665,2022-12-20 08:00:00-08:00,52.3,0.174
3065,11544,2022-11-18 17:00:00,18,17,38.5275,44.71,6.19,0.0,16308.32,25.0,5.8,6.224151858,7.222940226,-6.1825,-6.1825,-0.138280027,-26105.625,2022-11-18,17:00:00,2022,11,11/1/222,20221118,2022-11-18 06:37:57-08:00,2022-11-19T00:55:53+00:00,37076,11/18/2022 17:00:00,2022-11-18 17:00:00-08:00,,,89975.95,0.0,49.48,0.0,,-4.0,35.371452,-101.387665,2022-11-18 17:00:00-08:00,0.0,0.0
3066,11547,2022-09-28 11:00:00,28,11,38.54,37.97,6.82,0.0,15587.92,75.9,4.6,5.651026393,5.56744868,0.57,0.57,0.015011851,-26017.49,2022-09-28,11:00:00,2022,9,09/2/222,20220928,2022-09-28 06:53:10-07:00,2022-09-29T01:51:17+00:00,43087,09/28/2022 11:00:00,2022-09-28 11:00:00-07:00,,,89975.95,120.0,26.56,4.116,,28.0,35.371452,-101.387665,2022-09-28 11:00:00-07:00,714.0,0.785
3067,11550,2022-11-15 00:00:00,15,24,38.555,37.69,4.63,-1.57,15280.27,23.0,6.9,8.327213823,8.140388769,0.865,0.865,0.022950385,-25538.02,2022-11-15,00:00:00,2022,11,11/1/222,20221115,2022-11-15 06:35:03-08:00,2022-11-16T00:57:37+00:00,37354,11/15/2022 00:00:00,2022-11-15 00:00:00-08:00,,,89649.52,310.0,85.82,4.116,,-5.0,35.371452,-101.387665,2022-11-15 00:00:00-08:00,0.0,0.0
3068,11556,2022-09-28 10:00:00,28,10,38.58,35.97,6.82,0.0,14789.23,71.1,8.1,5.656891496,5.274193548,2.61,2.61,0.072560467,-26018.06,2022-09-28,10:00:00,2022,9,09/2/222,20220928,2022-09-28 06:53:10-07:00,2022-09-29T01:51:17+00:00,43087,09/28/2022 10:00:00,2022-09-28 10:00:00-07:00,,,90035.3,110.0,30.14,3.087,,27.0,35.371452,-101.387665,2022-09-28 10:00:00-07:00,644.1,0.71
3069,11557,2022-11-22 04:00:00,22,4,38.5825,30.26,6.26,0.0,13850.98,26.1,6.9,6.163338658,4.833865815,8.3225,8.3225,0.275033047,-26287.865,2022-11-22,04:00:00,2022,11,11/2/222,20221122,2022-11-22 06:41:47-08:00,2022-11-23T00:54:00+00:00,36733,11/22/2022 04:00:00,2022-11-22 04:00:00-08:00,,,89560.5,220.0,68.34,4.63,,-3.0,35.371452,-101.387665,2022-11-22 04:00:00-08:00,0.0,0.0
3070,11559,2022-12-14 07:00:00,14,7,38.6,57.06,7.16,0.0,14030.97,18.0,3.5,5.391061453,7.969273743,-18.46,-18.46,-0.323519103,-26517.5,2022-12-14,07:00:00,2022,12,12/1/222,20221214,2022-12-14 07:00:16-08:00,2022-12-15T00:52:42+00:00,35546,12/14/2022 07:00:00,2022-12-14 07:00:00-08:00,,,88492.18,320.0,73.65,3.601,,-4.0,35.371452,-101.387665,2022-12-14 07:00:00-08:00,48.5,0.117
