Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $
1-18-2023 15:00,WED,15.00,-$3.84,-$0.41,$3.42,$0.00,"6,370.25",55.9,28.8,-1.12,-0.12,-$3.43,-$3.43,835.37%,"-$31,849.84"
1-18-2023 16:00,WED,16.00,-$3.83,-$0.29,$3.42,$0.00,"6,422.24",55.0,34.5,-1.12,-0.08,-$3.54,-$3.54,1221.55%,"-$31,853.38"
10-23-2022 21:00,SUN,21.00,-$3.82,$4.30,$4.43,$0.00,"6,872.29",75.0,16.1,-0.86,0.97,-$8.12,-$8.12,-188.78%,"-$16,640.12"
11-11-2022 12:00,FRI,12.00,-$3.79,$0.87,$4.63,$0.00,"6,507.00",43.0,18.4,-0.82,0.19,-$4.66,-$4.66,-535.92%,"-$17,969.36"
11-11-2022 11:00,FRI,11.00,-$3.77,$1.21,$4.63,$0.00,"6,571.51",41.0,23.0,-0.81,0.26,-$4.98,-$4.98,-411.78%,"-$17,964.70"
2-6-2023 11:00,MON,11.00,-$3.77,$0.25,$2.40,$0.00,"6,478.64",63.0,15.0,-1.57,0.10,-$4.02,-$4.02,-1609.00%,"-$34,285.20"
2-10-2023 00:00,THU,24.00,-$3.76,$9.50,$2.42,$0.02,"6,910.61",33.1,16.1,-1.55,3.93,-$13.26,-$13.26,-139.61%,"-$34,051.52"
3-22-2022 14:00,TUE,14.00,-$3.76,$2.11,$4.78,$0.00,"5,823.51",50.0,31.1,-0.79,0.44,-$5.87,-$5.87,-278.20%,-$396.57
4-19-2022 21:00,TUE,21.00,-$3.76,$8.84,$7.56,$0.00,"5,989.85",68.0,18.4,-0.50,1.17,-$12.60,-$12.60,-142.53%,-$889.45
4-21-2022 20:00,THU,20.00,-$3.76,$26.11,$7.04,$0.00,"6,757.05",90.0,17.3,-0.53,3.71,-$29.87,-$29.87,-114.40%,"-$1,721.20"
3-5-2023 12:00,SUN,12.00,-$3.76,-$0.61,$2.67,$0.00,"6,807.38",75.0,23.0,-1.41,-0.23,-$3.15,-$3.15,516.39%,"-$34,972.03"
4-27-2022 19:00,WED,19.00,-$3.75,$0.08,$6.82,$0.00,"6,235.98",81.0,20.7,-0.55,0.01,-$3.83,-$3.83,-4790.63%,"-$2,704.12"
