Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $
1-16-2023 01:00,MON,1.00,$2.15,$4.51,$3.44,$0.00,"9,304.69",63.0,9.2,0.63,1.31,-$2.36,-$2.36,-52.27%,"-$22,007.09"
2-22-2023 04:00,WED,4.00,$2.16,$3.72,$2.10,$0.00,"9,618.08",71.1,20.7,1.03,1.77,-$1.56,-$1.56,-41.94%,"-$24,080.29"
2-6-2023 14:00,MON,14.00,$2.18,$6.33,$2.40,$0.00,"10,722.77",73.9,20.7,0.91,2.64,-$4.16,-$4.16,-65.64%,"-$23,396.58"
2-16-2023 01:00,THU,1.00,$2.25,$11.61,$2.44,$0.00,"9,951.12",70.0,9.2,0.92,4.76,-$9.36,-$9.36,-80.64%,"-$23,537.17"
2-9-2023 15:00,THU,15.00,$2.28,$13.54,$2.42,$0.00,"10,477.37",71.1,15.0,0.94,5.60,-$11.26,-$11.26,-83.16%,"-$23,024.95"
12-14-2022 12:00,WED,12.00,$2.32,$33.53,$7.16,$0.00,"10,410.37",64.0,13.8,0.32,4.68,-$31.21,-$31.21,-93.08%,"-$11,224.68"
5-29-2022 08:00,SUN,8.00,$2.37,$24.72,$8.27,$0.00,"11,209.48",77.0,13.8,0.29,2.99,-$22.36,-$22.36,-90.43%,"-$3,182.64"
12-31-2022 08:00,SAT,8.00,$2.45,$17.57,$3.70,$0.00,"10,713.52",41.0,0.0,0.66,4.75,-$15.12,-$15.12,-86.07%,"-$20,436.31"
12-31-2022 22:00,SAT,22.00,$2.45,$13.55,$3.70,$0.00,"10,190.76",54.0,5.8,0.66,3.66,-$11.10,-$11.10,-81.92%,"-$20,551.17"
2-4-2023 22:00,SAT,22.00,$2.46,$15.46,$2.40,$0.00,"11,042.78",41.0,0.0,1.02,6.44,-$13.01,-$13.01,-84.12%,"-$22,979.74"
2-10-2023 12:00,FRI,12.00,$2.46,$14.38,$2.40,$0.00,"12,269.08",50.0,16.1,1.02,5.99,-$11.93,-$11.93,-82.93%,"-$23,198.55"
3-20-2022 12:00,SUN,12.00,$2.48,$9.72,$4.87,$0.00,"9,348.95",69.1,10.4,0.51,2.00,-$7.25,-$7.25,-74.54%,-$25.55
2-26-2023 23:00,SUN,23.00,$2.56,$17.05,$2.35,$0.00,"11,460.91",69.1,13.8,1.09,7.26,-$14.49,-$14.49,-84.99%,"-$23,505.55"
12-27-2022 17:00,TUE,17.00,$2.58,$24.34,$6.56,$0.00,"11,027.83",55.0,9.2,0.39,3.71,-$21.77,-$21.77,-89.42%,"-$19,885.96"
12-28-2022 11:00,WED,11.00,$2.59,$20.41,$4.90,$0.00,"11,532.24",64.9,15.0,0.53,4.17,-$17.82,-$17.82,-87.31%,"-$20,036.11"
12-14-2022 16:00,WED,16.00,$2.62,$38.68,$7.16,$0.00,"10,634.26",66.0,12.7,0.37,5.40,-$36.06,-$36.06,-93.23%,"-$11,359.15"
2-16-2023 04:00,THU,4.00,$2.67,$11.71,$2.44,$0.00,"8,843.91",55.9,16.1,1.09,4.80,-$9.04,-$9.04,-77.20%,"-$23,573.02"
2-9-2023 17:00,THU,17.00,$2.73,$12.85,$2.42,$0.00,"10,672.69",70.0,11.5,1.13,5.31,-$10.12,-$10.12,-78.74%,"-$23,047.89"
12-31-2022 07:00,SAT,7.00,$2.74,$16.82,$3.70,$0.00,"10,300.50",42.1,3.5,0.74,4.55,-$14.08,-$14.08,-83.70%,"-$20,421.18"
11-13-2022 15:00,SUN,15.00,$2.77,$21.10,$4.63,$0.00,"10,155.72",57.9,6.9,0.60,4.56,-$18.34,-$18.34,-86.90%,"-$11,801.02"
3-21-2022 00:00,SUN,24.00,$2.79,$5.56,$4.87,$0.00,"9,657.96",63.0,16.1,0.57,1.14,-$2.78,-$2.78,-49.91%,-$30.80
2-22-2023 02:00,WED,2.00,$2.83,$4.53,$2.10,$0.00,"10,017.41",71.1,16.1,1.35,2.16,-$1.71,-$1.71,-37.64%,"-$24,076.18"
11-11-2022 05:00,FRI,5.00,$2.84,$16.38,$4.63,$0.00,"9,548.58",68.0,6.9,0.61,3.54,-$13.54,-$13.54,-82.66%,"-$11,090.25"
3-24-2022 15:00,THU,15.00,$2.85,$17.26,$5.26,$0.00,"10,006.30",71.1,17.3,0.54,3.28,-$14.41,-$14.41,-83.50%,-$724.81
5-25-2022 01:00,WED,1.00,$2.90,$59.25,$8.77,$0.00,"10,839.08",63.0,10.4,0.33,6.76,-$56.35,-$56.35,-95.11%,"-$2,947.50"
2-13-2023 01:00,MON,1.00,$2.92,$17.56,$2.37,$0.00,"10,491.54",37.0,0.0,1.23,7.41,-$14.64,-$14.64,-83.36%,"-$23,605.96"
3-24-2022 13:00,THU,13.00,$2.97,$18.14,$5.26,$0.00,"10,029.85",64.9,15.0,0.56,3.45,-$15.17,-$15.17,-83.64%,-$697.21
3-17-2023 06:00,FRI,6.00,$3.02,$15.72,$2.45,$0.00,"9,649.01",44.1,20.7,1.23,6.42,-$12.70,-$12.70,-80.80%,"-$23,869.48"
12-28-2022 22:00,WED,22.00,$3.03,$19.39,$4.90,$0.00,"11,088.55",64.9,12.7,0.62,3.96,-$16.36,-$16.36,-84.37%,"-$20,156.04"
2-16-2023 14:00,THU,14.00,$3.04,$11.59,$2.44,$0.00,"11,811.04",48.9,18.4,1.25,4.75,-$8.55,-$8.55,-73.75%,"-$23,606.56"
12-31-2022 01:00,SAT,1.00,$3.10,$18.19,$3.70,$0.00,"9,734.09",43.0,0.0,0.84,4.92,-$15.09,-$15.09,-82.97%,"-$20,338.71"
3-23-2022 15:00,WED,15.00,$3.11,$19.78,$5.01,$0.00,"9,808.81",66.9,10.4,0.62,3.95,-$16.67,-$16.67,-84.29%,-$393.08
2-6-2023 09:00,MON,9.00,$3.12,$17.20,$2.40,$0.00,"10,826.75",60.1,9.2,1.30,7.17,-$14.08,-$14.08,-81.86%,"-$23,380.13"
2-16-2023 18:00,THU,18.00,$3.14,$20.72,$2.44,$0.00,"12,652.05",48.9,21.9,1.29,8.49,-$17.58,-$17.58,-84.85%,"-$23,666.42"
4-7-2022 11:00,THU,11.00,$3.19,$26.17,$6.25,$0.00,"10,160.60",66.9,17.3,0.51,4.19,-$22.98,-$22.98,-87.80%,$28.11
3-20-2022 13:00,SUN,13.00,$3.21,$7.98,$4.87,$0.00,"9,419.96",73.0,12.7,0.66,1.64,-$4.77,-$4.77,-59.74%,-$30.32
1-3-2023 06:00,TUE,6.00,$3.25,$16.08,$3.55,$0.00,"9,009.67",62.1,0.0,0.92,4.53,-$12.83,-$12.83,-79.79%,"-$20,763.72"
3-24-2022 16:00,THU,16.00,$3.28,$18.88,$5.26,$0.00,"10,094.68",73.0,12.7,0.62,3.59,-$15.61,-$15.61,-82.65%,-$740.41
2-23-2023 11:00,THU,11.00,$3.34,$16.47,$2.08,$0.00,"11,686.29",72.0,19.6,1.61,7.92,-$13.13,-$13.13,-79.72%,"-$24,250.05"
12-28-2022 03:00,WED,3.00,$3.38,$13.26,$4.90,$0.00,"11,463.49",37.9,5.8,0.69,2.71,-$9.88,-$9.88,-74.51%,"-$19,973.60"
12-18-2022 16:00,SUN,16.00,$3.40,$24.27,$6.59,$0.00,"11,917.49",53.1,9.2,0.52,3.68,-$20.87,-$20.87,-85.98%,"-$11,917.99"
6-5-2022 03:00,SUN,3.00,$3.50,$40.63,$8.36,$0.00,"11,408.45",70.0,4.6,0.42,4.86,-$37.13,-$37.13,-91.39%,"-$4,715.63"
